type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,Total_PM10,Total_PM2.5,Total_NOx,Total_SOx,Total_CO,Total_HC,Total_CO2,Total_N2O,Total_CH4
other_ship,2008,0,16.89,11.15,0.24,5.5,9.72,5.51,18.93,7625.6,1525.1,True,C3,643.8,2379.5863337428264,2134.0299867115837,167837.72598141013,5386.930685970444,14509.546376636532,6073.208315125433,8916391.16648893,398.9585289722044,121.46416630250864
oil_tanker,2011,0,21.990000000000002,15.96,0.25,5.78,9.53,5.24,16.8,15671.4,3134.3,True,SV,1583.4,4568.92957220694,4094.523476984993,300665.3524078968,11025.61745495252,26122.509762061156,11136.240731277994,18242868.56598795,757.9974456716064,222.72481462555987
reefer_ship,1990,0,22.27,16.58,0.21,5.48,11.35,5.53,16.93,7875.4,1575.1,True,SV,888.0,4598.6131827212885,4116.014784863624,365746.8346283253,10666.729113340916,26800.520464767604,10475.572872498986,17660155.648107983,735.1152502031118,209.5114574499797
cruise_ship,1999,0,25.71,20.04,0.25,5.42,9.49,5.59,17.97,39663.9,7932.8,True,SV,239.1,31588.95225934666,28269.097037976397,2434472.6241631256,71977.25591065742,181537.09389690048,70078.12222411623,119211959.77567163,4961.711700208894,1401.5624444823245
general_cargo_ship,1995,0,26.73,20.29,0.25,6.19,9.38,4.89,16.72,47053.1,9410.6,False,C3,888.8,27685.54111740296,24828.046618230488,1861806.5086714616,55281.497674800354,147687.24310289585,88718.34935580517,91411256.51850286,3941.9887019494226,1774.3669871161037
other_ship,2015,0,19.520000000000003,13.22,0.23,6.07,10.16,4.99,17.22,41173.8,8234.8,True,SV,510.6,14252.707402307038,12767.700368693106,898857.1587145025,33651.467769765906,82504.57133776542,33523.20994433167,55699821.09790693,2315.0910685719373,670.4641988866335
other_ship,2017,0,28.18,22.43,0.21,5.54,11.17,5.47,20.86,35690.7,7138.1,False,C3,988.7,22217.77416434507,20006.788600468197,226286.4690951689,43062.20287910645,116546.97626618741,74577.40626897741,71207982.29434323,3126.9315203953456,1491.5481253795483
reefer_ship,2002,0,16.14,10.36,0.23,5.55,10.16,5.46,19.48,29341.4,5868.3,True,SV,713.5,12267.071242746064,10984.07841158515,864762.2735061654,28374.86110064194,70254.06495962218,27946.33388642312,46983932.93143171,1953.6579248183234,558.9266777284624
ro_ro_ship,2023,0,29.080000000000002,22.53,0.23,6.32,10.23,4.79,17.71,31013.2,6202.6,True,SV,882.7,15737.324972164559,14090.705710557779,184951.16614288418,36199.96247755419,91018.84995830726,35432.64134921141,59945606.98864913,2493.771580325053,708.6528269842281
container_ship,2012,0,17.66,11.61,0.24,5.81,9.83,5.21,19.6,12165.7,2433.1,True,C3,1947.6,4139.6766780675025,3710.428472365831,245834.8108918675,9318.774903295074,24934.82166903279,10116.776187209261,15428634.109443752,678.9723348442054,202.33552374418525
container_ship,2013,0,23.38,17.45,0.24,5.69,9.92,5.32,16.46,30240.3,6048.1,True,SV,504.1,13369.85407680516,11976.786210935228,839384.0223334463,31495.642524923445,77211.38459515333,31292.12360173376,52132779.87654101,2168.168400058466,625.8424720346752
other_ship,1994,0,21.68,15.61,0.29,5.78,8.2,5.24,13.41,20888.8,4177.8,False,SV,439.5,10686.711893326044,9588.877585835839,728209.9250133198,22153.368000047667,61179.04450631977,32528.082386032416,36566952.5712527,1546.575047206839,650.5616477206484
oil_tanker,1991,0,18.380000000000003,11.76,0.22,6.4,10.78,4.73,16.08,25286.9,5057.4,False,SV,261.6,9457.961002122076,8495.248148544551,602826.6498267958,17560.444943807946,52745.73181662691,37123.550748917434,28984675.967216723,1284.0884501152332,742.4710149783489
general_cargo_ship,2024,0,25.29,18.99,0.23,6.07,10.21,4.99,19.61,13506.6,2701.3,True,C3,762.5,6081.5701539125885,5448.258745696606,69253.57108127447,13620.857870155003,36219.782873183656,14254.731120831855,22557049.375827722,977.0153498226767,285.0946224166371
ro_ro_ship,2005,0,29.69,23.12,0.25,6.32,9.26,4.79,16.22,38929.9,7786.0,True,SV,1584.2,20273.371110653217,18154.85255273986,1431839.6097776382,46977.327072585285,116852.49703134282,46192.361301584504,77781953.55749759,3236.0639850008088,923.8472260316902
general_cargo_ship,2018,0,29.15,23.71,0.22,5.22,10.76,5.8,18.78,48029.4,9605.9,True,C3,859.8,25257.33324606886,22634.45535932056,292234.09134643787,56738.61657078023,151333.30657808177,60387.84197411062,93947822.01726428,4098.840962977192,1207.7568394822124
container_ship,2011,0,17.96,11.69,0.25,6.02,9.35,5.03,17.38,6808.3,1361.7,False,C3,1560.9,3615.7200719964712,3270.386284387663,173231.03463416366,6307.724368952724,17595.725089744214,15336.571490315064,10412997.07506314,478.44761946578535,306.73142980630126
general_cargo_ship,2022,0,21.380000000000003,16.12,0.3,4.96,7.95,6.11,13.7,14731.0,2946.2,True,SV,1799.9,5930.017999910084,5320.620088869168,86077.71521554494,14945.74362052009,32903.15985938155,15093.236388259262,24708305.63777581,1027.8462842670563,301.86472776518525
cruise_ship,1994,0,30.3,23.52,0.25,6.53,9.58,4.64,17.82,46946.7,9389.3,True,SV,1758.5,43781.4910251447,39177.759684542536,3307164.845049598,98752.89049727055,252775.6874118648,95431.10036554401,163588389.09550813,6810.130237322359,1908.6220073108802
bulk_carrier,2021,0,28.939999999999998,21.46,0.24,7.24,9.78,4.18,19.04,17487.1,3497.4,False,C3,1430.5,10557.74483783681,9495.212699621025,108346.81341762915,21056.77856666576,56507.255237058635,32729.365338663258,34838524.40139909,1511.7229571997098,654.587306773265
general_cargo_ship,2013,0,18.240000000000002,10.89,0.26,7.09,9.02,4.27,14.75,36054.4,7210.9,True,C3,1147.7,12413.040853492083,11138.14837232855,763182.6994439889,28267.697548175238,76423.62139232273,32498.266950945606,46775598.30405289,2107.8379317976833,649.9653390189121
container_ship,2001,0,21.880000000000003,14.66,0.23,6.99,10.37,4.33,19.51,41594.8,8319.0,True,SV,1646.2,16813.19048137326,15051.903492872736,1156300.0243425358,38426.535767263,96974.49572262357,37502.05329079,63640544.94768925,2648.1282662868734,750.0410658158
reefer_ship,2013,0,17.13,12.14,0.2,4.79,11.91,6.32,20.15,28199.5,5639.9,True,C3,846.6,13010.306924055218,11661.150776863087,768415.2993662499,29271.186774646434,78210.3964154684,31439.66929904864,48463300.4417465,2122.289874440119,628.7933859809727
oil_tanker,1993,0,30.459999999999997,23.36,0.22,6.88,10.65,4.4,16.76,31201.9,6240.4,True,C3,407.2,12744.594415681204,11410.712698150393,985103.0906182597,28734.351902179525,76786.66213752111,30900.46996499077,47571188.1651091,2081.71858887951,618.0093992998154
other_ship,2006,0,25.509999999999998,20.11,0.22,5.18,10.88,5.84,20.48,9615.5,1923.1,True,C3,1090.9,4396.898774345913,3939.7014956224443,299354.5394383954,9866.51007431747,26292.97982765398,10459.542046209503,16338144.19052623,711.5804625994646,209.19084092419
other_ship,2007,0,22.75,16.79,0.25,5.71,9.31,5.3,17.52,42387.2,8477.4,True,SV,1437.0,16992.73158326337,15219.45028832246,1227887.1808294947,39805.99527320877,97009.62795536288,39497.23749507504,65896675.92633457,2740.0471025919305,789.9447499015007
other_ship,2023,0,19.77,13.67,0.24,5.86,9.84,5.17,16.47,46456.9,9291.4,True,C3,1602.4,17231.819874353732,15459.14696123552,211337.57107633754,39127.49379202342,105607.59524367785,44469.24683996218,64752296.255537435,2906.2406426006883,889.3849367992435
general_cargo_ship,1991,0,26.71,21.0,0.25,5.46,9.61,5.55,17.38,34472.2,6894.4,True,C3,337.9,16814.145032949185,15054.692128729475,1309152.0002963818,37893.90850006589,101516.28139317603,41353.128094895845,62733924.65251893,2767.5693483238692,827.0625618979169
bulk_carrier,2005,0,27.290000000000003,20.69,0.21,6.39,11.04,4.74,17.59,20792.1,4158.4,False,SV,627.2,13402.284052211744,12085.351008562673,780058.4077070276,25218.71528493041,73425.10633669066,48400.520670414684,41684273.88855164,1854.2371986478524,968.0104134082936
general_cargo_ship,2023,0,21.67,13.73,0.22,7.72,10.86,3.92,16.48,38311.5,7662.3,True,SV,553.9,14640.990667711041,13113.211953802136,175306.3462730944,33935.69760240363,86601.26808705248,33261.72467404741,56184729.69259178,2338.540755455943,665.234493480948
general_cargo_ship,1995,0,25.759999999999998,19.74,0.24,5.78,9.89,5.24,15.17,34024.3,6804.9,False,SV,358.5,20007.22595039503,17947.193315135617,1348574.2427619286,40411.13051575766,114320.99636291913,63746.265974017384,66773738.54130932,2859.398189367267,1274.925319480348
other_ship,2020,0,22.299999999999997,16.7,0.22,5.38,10.95,5.63,20.34,7613.4,1522.7,False,SV,271.7,4122.350887049105,3719.403053327519,41542.95616537034,7638.863671346961,22372.446480339302,15437.995575820743,12623653.60949143,564.9964470491308,308.75991151641495
cruise_ship,1991,0,20.54,14.23,0.25,6.06,9.58,5.0,15.74,11469.4,2293.9,True,SV,225.3,7385.341538774237,6609.951033779927,584274.9410697276,17074.649164453338,42752.390635268275,16755.377927643553,28271832.320086397,1176.4669449793394,335.10755855287107
oil_tanker,1997,0,23.349999999999998,17.02,0.2,6.13,11.57,4.94,17.68,19357.1,3871.4,True,SV,1911.9,5951.433872773035,5327.64000266654,490871.3325210144,14089.66623815007,35024.5751911421,14003.507003767812,23318797.15065984,969.6089865161005,280.0701400753562
cruise_ship,2015,0,18.54,12.69,0.24,5.61,9.81,5.4,15.59,5826.8,1165.4,True,C3,1049.1,3541.358124543271,3175.0254440077147,210838.5618459053,7997.453905619124,21422.705908465803,8699.267107624251,13239100.61742784,582.3160279553575,173.98534215248506
cruise_ship,2004,0,22.999999999999996,16.79,0.24,5.97,9.86,5.07,16.98,36228.5,7245.7,False,C3,103.2,30231.353398694857,27165.447793366475,1922745.6091362205,61717.40854118986,170612.936447577,94698.53828290451,102131568.53758416,4403.2239775594,1893.9707656580904
container_ship,1994,0,18.52,12.65,0.27,5.6,8.73,5.41,15.22,22082.3,4416.5,False,SV,639.1,10803.963457985745,9697.539494500486,713053.1910831085,21268.5729006099,61011.69895412456,37537.52533906164,35115738.48534572,1515.3533797121322,750.7505067812327
ro_ro_ship,2022,0,24.03,17.99,0.21,5.83,11.3,5.19,18.52,12628.7,2525.7,False,SV,1598.6,7480.529368379965,6751.258249598148,75376.99579717945,13789.82806315234,40709.93829654666,28321.62635661931,22785717.319715288,1022.4565525800784,566.4325271323861
container_ship,2000,0,19.240000000000002,12.9,0.25,6.09,9.54,4.97,16.8,43082.2,8616.4,True,C3,364.7,16314.154940964418,14630.399113458183,1143235.1201552334,36904.02191768674,99209.88743012263,41076.59337158967,61084037.6173463,2717.526105287031,821.5318674317932
general_cargo_ship,2022,0,21.69,15.39,0.21,6.09,11.25,4.97,20.79,11898.6,2379.7,False,SV,1167.4,5816.063008026697,5239.653940077498,59172.30875393911,11174.905079703733,31933.733769284845,19967.99041935783,18477704.20104512,814.5050428423979,399.3598083871566
other_ship,1998,0,23.26,16.73,0.25,6.28,9.34,4.82,16.84,21698.2,4339.6,False,SV,831.2,13111.823413801034,11772.514086354946,830500.792634466,23567.79786117824,70406.74205971358,52430.755828697635,38920608.30028439,1765.1102649635995,1048.6151165739525
oil_tanker,2020,0,29.09,23.36,0.21,5.52,11.48,5.49,18.57,22836.5,4567.3,True,SV,629.9,8659.96594151844,7757.05442119557,106523.99137085347,20274.74650898174,50383.817695849226,20018.538421862468,33562618.27537168,1396.3109192150243,400.37076843724935
ro_ro_ship,1999,0,17.7,12.53,0.26,4.91,9.02,6.17,15.93,33548.1,6709.6,False,SV,855.4,14013.640118605517,12574.17766406595,953736.5580000994,29020.60201405373,79538.8467268135,42863.217379328365,47901075.281018205,2025.5739604184,857.2643475865673
bulk_carrier,2002,0,19.61,13.79,0.23,5.59,10.39,5.42,19.06,15907.0,3181.4,True,SV,1716.9,5489.851037075866,4916.848279531812,396454.81956312037,12858.966330711384,31480.34291268685,12763.943717719354,21287522.816237457,884.6950190857513,255.27887435438709
container_ship,2002,0,18.91,13.14,0.26,5.51,9.21,5.5,15.62,33340.4,6668.1,True,C3,1273.5,12866.770385950327,11549.504261129712,930848.4967441541,29419.247860327017,79851.87860256663,34469.55487161241,48672188.83890207,2212.672656195121,689.3910974322482
general_cargo_ship,2024,0,29.669999999999995,23.58,0.24,5.85,9.75,5.18,14.98,28171.5,5634.3,False,SV,132.4,18507.1728075774,16666.413058166916,193697.28843254212,37703.30297579167,105876.33662070087,57140.23925347072,62317548.1554392,2661.373804796047,1142.8047850694143
bulk_carrier,2001,0,21.88,15.59,0.27,6.02,8.89,5.03,18.18,16217.1,3243.4,False,SV,652.2,8958.469647860791,8089.055020115808,510527.69613945653,16285.937931349808,48393.27444245789,35023.44515424274,26905181.01518199,1213.5494416429706,700.4689030848547
cruise_ship,2021,0,17.99,11.17,0.28,6.54,8.51,4.63,13.83,18539.8,3708.0,False,SV,959.7,12994.42827071308,11698.108746110427,136016.78196609364,26583.65983702561,74382.0894319175,39489.07869440058,43944888.50613609,1874.2488474679676,789.7815738880117
cruise_ship,2013,0,29.71,23.39,0.29,6.03,8.11,5.02,13.69,44505.3,8901.1,False,C3,316.1,46735.98176891348,41980.20998599529,2503823.730434475,99323.52099749667,260581.99020794148,123082.29802743586,164310174.3624463,6915.3226840571215,2461.645960548717
cruise_ship,1995,0,26.439999999999998,20.75,0.27,5.42,8.62,5.59,13.75,35310.8,7062.2,True,C3,1044.7,30659.456828125287,27452.6562275143,2374555.9309627567,69278.98845283888,185266.5196426551,74758.01741499429,114682637.41347018,5019.917879648481,1495.1603482998858
container_ship,2006,0,29.49,23.96,0.22,5.31,10.86,5.7,17.49,39182.5,7836.5,False,C3,1237.0,27178.80571340247,24473.617048011896,1627684.3601207829,54238.94397857538,146143.67920934688,87219.93212841745,89686270.50638759,3869.0857740575993,1744.3986425683493
ro_ro_ship,2016,0,20.46,13.11,0.24,7.11,9.73,4.26,17.56,38571.8,7714.4,False,C3,350.7,19039.489866901946,17176.861112016762,192295.21116016267,35442.41078971242,96754.87461228309,70583.45896823001,58561819.722999856,2616.4451112479683,1411.6691793646003
reefer_ship,2008,0,27.34,20.63,0.23,6.48,10.14,4.67,19.02,39774.8,7955.0,False,C3,275.4,33011.59260649895,29674.17199359796,2000693.4613915852,66494.78956901023,178103.62398535328,99287.41903448146,110026172.10799022,4755.746752488195,1985.7483806896294
cruise_ship,2024,0,18.17,12.43,0.23,5.51,10.17,5.5,18.61,39773.9,7954.8,False,C3,160.7,26852.065933763122,24147.82767280886,278286.9260125651,54757.488677424044,145778.00168857127,80230.79178741638,90587773.6113739,3877.8076081093805,1604.6158357483278
general_cargo_ship,2008,0,17.71,11.35,0.22,6.14,10.66,4.93,20.29,6028.5,1205.7,True,C3,574.4,1922.6649181646637,1723.0620959765893,131885.51463850646,4320.478948490125,11543.677515397305,4644.178616614035,7153729.987113945,313.49835446858094,92.88357233228069
container_ship,2021,0,25.770000000000003,19.78,0.21,5.78,11.32,5.24,18.47,41272.8,8254.6,True,SV,153.5,19863.27711052159,17786.894163242323,235775.18738517322,45864.71280879054,115441.23377543483,44973.19446105827,75943761.54847068,3159.3207678049566,899.4638892211655
oil_tanker,2019,0,27.69,20.89,0.23,6.57,10.39,4.61,16.41,37403.7,7480.7,True,C3,1646.4,14110.158726807165,12653.732239143488,169109.31710017752,31949.742329169203,85814.37343586127,35352.19460244353,52883353.55735803,2342.64500960198,707.0438920488707
bulk_carrier,1995,0,22.26,15.74,0.21,6.31,10.98,4.8,18.17,21703.6,4340.7,True,SV,1692.7,8487.224923709431,7596.303921444352,675228.3730565606,19687.847354282792,49363.86956487659,19353.83920230763,32596846.820816047,1355.9262071045823,387.0767840461525
container_ship,2021,0,20.98,13.33,0.25,7.4,9.59,4.09,18.37,26447.6,5289.5,True,C3,1015.1,10509.374045441167,9415.06035677209,119735.54145757851,23530.558642208205,62595.32120782338,24653.86333763673,38968150.09055011,1688.8961017076062,493.07726675273454
container_ship,2018,0,24.419999999999998,17.9,0.25,6.27,9.34,4.83,15.4,20986.4,4197.3,False,SV,1649.8,12784.02931316878,11526.164346563262,131527.39850440825,24967.081169898378,72022.58737283514,43826.09737265147,41263815.904746525,1793.8338517730153,876.5219474530294
oil_tanker,2003,0,22.27,15.58,0.23,6.46,10.19,4.69,16.06,13021.4,2604.3,False,C3,1877.2,6625.163638125994,6002.899370967223,360509.4319500616,11094.857345886694,31650.46364334554,30202.090535242914,18300538.90851722,856.9486497173596,604.0418107048582
cruise_ship,2001,0,28.889999999999997,21.54,0.24,7.11,9.77,4.26,17.87,18640.8,3728.2,False,C3,382.0,18966.927445954418,17035.42053330567,1162014.2370040088,38876.56072733835,103633.7684220888,53941.58073036717,64350074.73422438,2762.1649895996934,1078.8316146073435
oil_tanker,2024,0,18.07,11.7,0.29,6.08,8.15,4.98,17.52,7409.4,1481.9,True,C3,479.8,1864.1615086356637,1672.7568107932307,23454.212528442262,4244.34562944201,11520.635293740123,4993.164878634128,7023196.24371621,320.48387097877907,99.86329757268255
reefer_ship,1991,0,17.72,10.96,0.26,6.5,9.22,4.66,16.78,44757.3,8951.5,True,SV,85.5,20582.819315062035,18430.410187752634,1693494.9919339144,47391.35297796667,119314.39039531004,48027.000826500596,78473089.54414871,3286.9575900622995,960.5400165300118
bulk_carrier,1995,0,19.43,12.79,0.25,6.39,9.56,4.74,17.85,43624.4,8724.9,True,SV,1002.3,14886.73944048748,13324.293213873712,1203880.8101879451,34798.27530266317,85314.20749155553,34485.912589178915,57609223.191628695,2394.547994422617,689.7182517835784
other_ship,1995,0,19.21,12.68,0.23,6.3,10.06,4.81,19.04,26744.7,5348.9,False,C3,1837.1,12611.449638812048,11318.977956975596,812056.4542053675,23266.868557026814,63790.38821964016,47742.54537398249,38440075.578614086,1723.5666580355798,954.8509074796498
cruise_ship,2018,0,24.509999999999998,18.86,0.23,5.42,10.44,5.59,17.12,27979.0,5595.8,False,C3,740.8,25394.655491376354,22835.442605458462,263317.65524427994,51855.015196411834,138805.62483769713,75448.27885147094,85788331.67875487,3671.300988247738,1508.965577029419
reefer_ship,2021,0,22.88,16.79,0.27,5.82,8.88,5.2,14.53,22227.1,4445.4,True,SV,650.5,13411.367448393607,12013.941965922462,166405.83403691725,31547.508000866495,77232.63128114626,31124.80112679317,52219455.88327125,2171.5633299336423,622.4960225358634
bulk_carrier,2008,0,24.159999999999997,18.24,0.24,5.68,9.97,5.33,17.01,10032.2,2006.4,True,C3,1165.2,4459.967896912272,3999.0395194016623,310682.3743941125,10075.482467478905,27033.364418905814,11098.024888584623,16678329.472334068,738.5072833958413,221.96049777169242
bulk_carrier,1996,0,24.49,17.48,0.24,6.77,9.77,4.47,17.03,37358.3,7471.7,True,SV,62.2,16016.673818829924,14341.798179054116,1311994.0914883125,36837.37709559356,93446.61558137453,37211.40325753325,60997915.01984282,2555.0814898592957,744.2280651506651
ro_ro_ship,1991,0,16.89,10.4,0.23,6.26,10.38,4.84,19.82,20336.4,4067.3,False,SV,819.3,8491.948029258947,7622.121382677874,545611.3580631544,15618.053685129391,45957.42613445764,32379.194017609196,25805412.56128929,1158.3119277804149,647.5838803521839
bulk_carrier,2004,0,27.740000000000002,22.17,0.23,5.34,10.35,5.67,19.0,12738.0,2547.6,False,C3,1430.5,7570.52014063579,6812.684372293882,456443.7075958663,15265.094038020925,40737.69495260247,23510.480588502287,25247512.635632675,1084.9891410065677,470.20961177004574
bulk_carrier,2007,0,22.13,15.66,0.27,6.2,8.74,4.88,16.55,23260.2,4652.0,True,C3,1042.9,9442.320296253269,8466.102233922793,658336.9906111765,21318.764355398835,57223.00237733291,23534.341170706433,35290588.71077764,1564.899403911813,470.68682341412864
cruise_ship,1991,0,23.53,16.8,0.23,6.5,10.15,4.66,20.02,22540.8,4508.2,True,C3,1469.6,16512.641767806323,14777.970612744753,1230350.3713371558,36744.42118346234,97045.32885913976,36873.54166917811,60870100.53764479,2591.178466701327,737.4708333835621
bulk_carrier,1993,0,27.689999999999998,21.04,0.22,6.43,10.55,4.71,20.01,42780.6,8556.1,True,C3,977.9,20918.50923510738,18723.424960857476,1579198.1032057998,46724.937797335224,123930.96041257701,48110.54010856389,77389257.52950744,3329.6094409638026,962.2108021712778
oil_tanker,1998,0,17.229999999999997,10.86,0.29,6.08,8.17,4.98,15.62,20909.8,4182.0,True,SV,653.6,4864.571668428565,4355.820541242929,442223.0930285337,12110.740529383553,27190.916153150858,12512.340892321132,20028570.540764574,831.0529283311662,250.24681784642266
ro_ro_ship,2019,0,24.3,18.6,0.22,5.48,10.9,5.53,17.18,29055.9,5811.2,True,C3,217.7,13053.9476354458,11706.229267939452,156163.85153962648,29523.393112306883,79262.96967813415,32577.848977866364,48868349.961851425,2164.5266636035267,651.5569795573273
container_ship,2018,0,18.6,12.24,0.21,6.15,11.07,4.92,19.54,43831.4,8766.3,True,SV,479.3,15199.120361945192,13610.512466700924,181883.34928104273,35203.710884185755,87866.02980591884,34608.2163002904,58288804.4106799,2424.341859745422,692.164326005808
ro_ro_ship,1991,0,20.56,14.36,0.29,5.91,8.05,5.12,14.13,9296.3,1859.3,True,C3,1958.9,3710.2798306957316,3323.980408275822,302926.3198885572,8509.387516995326,23141.70229643921,10109.502476057754,14075928.597875133,643.0574883687999,202.19004952115512
bulk_carrier,2008,0,23.11,17.5,0.24,5.37,9.98,5.64,15.66,5181.1,1036.2,True,C3,944.7,2278.6445759761546,2044.9103423876932,162249.52817234825,5197.696516793995,14035.789994178533,5932.902280691431,8600188.994210012,385.6751079506639,118.65804561382862
oil_tanker,1993,0,28.67,21.48,0.26,6.93,9.18,4.37,18.67,14879.0,2975.8,True,SV,1542.6,5463.807994357646,4889.820559332846,429836.9340710273,12576.147732334477,31265.004795353758,12360.662291130602,20825846.377852146,866.1386405023059,247.21324582261207
bulk_carrier,2008,0,18.49,12.18,0.27,6.04,8.72,5.01,17.12,5901.9,1180.4,False,C3,1797.8,2619.360527595215,2362.9319870693953,153410.69950112465,5061.506928791745,13653.661112640431,9278.639531738023,8363519.914384824,364.66477750267336,185.57279063476045
container_ship,1991,0,24.5,18.26,0.22,6.02,10.81,5.03,18.82,40682.1,8136.4,True,C3,1827.2,19027.694950947225,17033.4867760753,1454576.8721948545,42700.75005518178,113685.01157007276,45005.82797430404,70709213.09077713,3070.358161270514,900.1165594860809
bulk_carrier,1999,0,27.979999999999997,21.56,0.27,6.15,8.82,4.92,16.52,44142.5,8828.5,True,C3,1290.2,22367.74866931851,20025.62576613277,1729637.3845335287,50312.21252907865,134466.25958704203,54191.26978709318,83301339.25908497,3654.312099743359,1083.8253957418638
other_ship,2013,0,24.479999999999997,17.74,0.24,6.5,9.88,4.66,16.48,29003.5,5800.7,True,SV,1547.1,12510.600915720604,11204.806581826439,769949.8508618153,29180.13795193896,72635.25105222926,28809.8962852272,48308704.2811792,2008.9157497903661,576.1979257045441
ro_ro_ship,2020,0,17.91,12.19,0.27,5.45,8.88,5.56,15.68,27210.2,5442.0,True,SV,1832.9,8841.712174457249,7925.837361907203,122086.19158500843,21687.75761813089,50160.233113240465,22040.67049496488,35875030.19861346,1489.5892930355303,440.81340989929765
other_ship,1990,0,20.61,14.17,0.24,6.2,9.79,4.88,19.17,20115.7,4023.1,True,C3,1362.2,7451.080484054584,6670.476991677138,573744.3592284536,16738.43931455005,44672.75014877402,17899.724823647004,27715857.431859516,1211.671026929027,357.99449647294006
cruise_ship,2008,0,20.53,14.97,0.23,5.33,10.11,5.68,18.15,46869.9,9374.0,False,C3,1848.5,35821.072247525095,32214.980181466934,2174465.8088933174,72969.31045731112,194348.9460498635,107397.26764097491,120702368.57120655,5168.812168680837,2147.945352819498
reefer_ship,2020,0,19.85,13.41,0.24,6.2,9.81,4.88,16.71,6518.7,1303.7,True,SV,115.3,3364.624132276979,3012.785503799508,42148.29470510296,7741.605091138065,19611.58303985363,7829.620336852844,12819032.15284407,536.9267725836785,156.59240673705688
oil_tanker,2002,0,23.89,17.08,0.26,6.55,9.14,4.62,19.12,25965.2,5193.0,False,SV,1770.7,11205.677517172982,10112.556332741995,644042.8951271325,20676.681875724847,60830.650343140194,42459.340316480324,34166485.63450416,1530.9216359579382,849.1868063296066
container_ship,1999,0,18.8,12.04,0.21,6.55,11.03,4.62,16.75,18963.4,3792.7,False,SV,1259.0,10215.599380250493,9174.189281445633,642764.9050525534,18162.58544933267,54966.242903363556,41748.84387122181,29990574.97942659,1367.3872787147006,834.9768774244362
bulk_carrier,1996,0,18.34,11.7,0.22,6.42,10.56,4.72,19.12,23771.8,4754.4,False,C3,1658.2,10704.119492749038,9607.13226087373,689741.0579517343,19766.166963447766,54095.37348787919,40411.85371802343,32655520.871373277,1464.0033588648712,808.2370743604685
cruise_ship,1999,0,23.68,17.18,0.27,6.23,8.83,4.86,17.45,33120.7,6624.1,False,C3,743.6,30177.218608593244,27057.722570717964,2021133.0322180474,59133.05670165006,159772.87686110716,98328.6740318972,97812884.9493974,4274.953408891165,1966.5734806379437
container_ship,2002,0,26.22,20.38,0.24,5.6,9.64,5.41,19.0,16305.4,3261.1,False,SV,457.5,10733.396467189832,9678.39471149867,623369.8053443606,20146.00164933502,58592.5794739217,39039.15911130322,33300456.642303247,1481.7806848349558,780.7831822260644
reefer_ship,2008,0,28.990000000000002,23.01,0.22,5.76,10.58,5.26,19.33,29179.2,5835.8,False,C3,787.8,26251.17099439224,23608.858377442062,1580290.5895191599,52282.60458594055,140519.89423898325,81625.52602680004,86502884.70250973,3756.4284504963643,1632.510520536001
reefer_ship,2018,0,31.57,23.55,0.22,7.8,10.71,3.88,18.62,15175.0,3035.0,False,C3,976.9,13718.780819077729,12314.305588804113,142325.10062703263,28505.048529871594,75610.92586238458,37228.041248789734,47191486.23619635,2014.9915979553639,744.5608249757947
other_ship,2005,0,16.21,10.3,0.26,5.65,9.13,5.36,16.49,26305.9,5261.2,True,SV,1867.4,7688.092142307789,6890.56935465957,596274.4486255764,18677.62344311967,43681.14347532268,18975.433750536497,30900524.2301842,1283.5381011004542,379.5086750107299
general_cargo_ship,1997,0,19.68,13.16,0.25,6.27,9.53,4.83,17.11,16552.6,3310.5,False,C3,547.7,8850.776202487012,7949.056905135321,553794.8849527123,15606.679138503194,43337.77499708536,36780.433014453476,25763586.63878848,1178.3298743506557,735.6086602890695
general_cargo_ship,2001,0,27.03,20.85,0.25,5.93,9.54,5.11,16.88,19474.9,3895.0,True,C3,1613.0,9573.621669145148,8581.498420684307,659534.8398128145,21554.2014276959,57648.927327619414,23306.232101343066,35685214.80789578,1567.7467503747234,466.1246420268613
other_ship,1994,0,20.45,12.75,0.24,7.46,9.97,4.06,16.28,31569.1,6313.8,True,SV,779.3,11387.362289162405,10192.551446971373,914127.5634011738,26561.89234737988,66608.34810889655,26160.84814015801,43973058.561003536,1829.0694253108186,523.2169628031602
general_cargo_ship,2001,0,22.639999999999997,15.87,0.23,6.54,10.08,4.63,16.76,18364.1,3672.8,True,C3,462.5,7588.158637655047,6802.520550724428,524304.7874675774,17116.507652473272,45820.12180818689,18603.94652040973,28336388.49719556,1246.2982652917822,372.07893040819454
reefer_ship,2021,0,22.95,16.7,0.25,6.0,9.33,5.05,18.1,33497.9,6699.6,False,C3,245.9,25621.02559442135,23079.31774034477,260227.84598984383,49223.317961303066,133686.51239924374,87962.52759856376,81394898.3305526,3586.690596563643,1759.250551971275
other_ship,2017,0,19.66,13.45,0.27,5.94,8.79,5.1,14.6,13286.6,2657.3,True,C3,1811.1,5055.657640318266,4539.19133395156,64499.30102444021,11586.304597062728,31525.042205542428,13728.124395109891,19166491.09616093,875.401202667987,274.56248790219786
