type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,Total_PM10,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,Total_PM2.5,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,Total_NOx,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,Total_SOx,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,Total_CO,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,Total_HC,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,Total_CO2,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,Total_N2O,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4
cruise_ship,2013,0,20.94,15.01,0.23,5.7,10.44,5.31,18.87,45631.1,9126.2,False,C3,746.5,352.3076239920509,7900.831348705451,319.0519520000001,7906.939680000002,20821.607824000002,37300.73842869751,324.04765415311624,7267.074823408222,285.46753600000005,7074.630240000002,18629.859632000003,33581.07988556134,19222.11156025643,281756.5018502494,17631.818400000004,436962.4560000001,1150667.8008,1906240.688610506,748.3559937536728,7669.410241662759,705.2727360000001,17478.498240000004,46026.712032,72628.24924341645,1006.4814918485448,27153.409893009168,1847.1428800000006,45777.01920000002,120546.15056000002,196330.20402485775,1048.640390249773,61376.146345657544,671.6883200000002,16646.188800000004,43834.96384000001,123577.62769590733,1214432.2133048556,12489437.235980943,1168737.6768000002,28964368.512000006,76272837.08160001,120109812.71968582,53.08964145213681,778.1846241578318,48.69740320000001,1206.8486880000003,3178.0348784000007,5264.85523520997,20.97280780499546,1227.5229269131507,13.433766400000003,332.9237760000001,876.6992768000001,2471.5525539181463
bulk_carrier,2002,0,18.23,12.25,0.2,5.78,11.64,5.24,19.89,24599.4,4919.9,True,C3,1046.1,140.14070581486087,403.5167465802554,31.782554,2431.365381,5152.9802625,8159.785649895117,128.89947272810733,371.1490931112509,28.437022000000002,2175.4321830000004,4610.561287500001,7314.479058339359,14797.012605247692,58994.923093867386,2040.77452,156119.25078,330875.57474999997,562827.535749115,415.18606940154217,1146.776863066495,70.25617199999999,5374.5971580000005,11390.798475,18397.614737468037,1225.6888356872505,3889.318039327764,184.00426000000002,14076.325890000002,29833.043625000002,49208.380650015024,709.972616005487,3184.7691164281487,66.91064,5118.663960000001,10848.379500000001,19928.695832433637,680242.5127102573,1878883.788116427,116424.5136,8906475.2904,18876180.33,30458206.434826683,35.173226684605176,140.23383358378314,4.8510214000000005,371.1031371,786.50751375,1337.8687325183882,14.19945232010974,63.69538232856297,1.3382128,102.37327920000001,216.96759,398.5739166486727
oil_tanker,2014,0,23.23,16.73,0.2,6.3,11.79,4.81,21.14,23589.0,4717.8,True,SV,946.2,74.99005618468694,117.84589724648727,43.026336,1863.5781780000002,4948.835383800001,7048.275851231176,68.97481103618263,108.39301778821289,38.497248,1667.4120540000004,4427.905343400001,6311.182474224397,11772.694076358417,34923.13799862479,2377.7712,102987.21510000002,273488.27121000004,425549.08958498325,344.58761493574633,772.1602090823759,95.11084799999999,4119.488604,10939.530848400002,16270.878124418123,855.2287319982303,231.0703867578182,249.09984,10789.136820000002,28651.152222000008,40775.688000756054,360.0963082097812,1190.3625984493665,90.58176,3923.3224800000007,10418.600808000003,15982.963954659152,564573.7232239036,1265110.3674990546,157612.2624,6826581.115200001,18128365.405920003,26942242.87424296,23.73362031382649,50.76546375739945,6.5671776,284.44087980000006,755.3485585800001,1120.855700051226,7.2019261641956245,23.80725196898733,1.8116352,78.4664496,208.37201616000004,319.659279093183
ro_ro_ship,2020,0,18.79,12.54,0.23,6.02,10.48,5.03,16.6,38738.3,7747.7,False,SV,1504.4,419.24663402602744,5253.469839911842,50.7861735,3987.818667,8306.851509,18018.172823437868,385.6172248795546,4832.068515854742,45.4402605,3568.0482810000003,7432.446087,16263.620369234297,5829.097585388617,49257.56508454966,534.5912999999999,41977.0386,87440.5422,185038.83476993826,899.0262045157059,6374.222183524212,112.26417299999999,8815.178106,18362.513862,34563.20452903992,2466.156670741338,27201.569009428058,294.025215,23087.37123,48092.29821,101141.42033516939,1120.9803048824263,37890.43468042281,106.91825999999999,8395.407720000001,17488.10844,65001.84940530524,1472968.1206155082,10400924.319776062,186037.7724,14608009.4328,30429308.685599998,57097248.33119157,65.01685768318073,549.4113028661308,7.75157385,608.6670597,1267.8878619,2498.734655999311,22.419606097648526,757.8086936084562,2.1383652,167.9081544,349.7621688,1300.0369881061047
ro_ro_ship,2012,0,22.81,16.94,0.24,5.63,9.79,5.38,16.23,41728.7,8345.7,True,C3,1756.9,312.3876179793375,1312.1696134521887,57.084588000000004,4017.3278805000004,12087.661509000003,17786.63120893153,287.32978766013935,1206.915366383831,51.075684,3594.451261500001,10815.276087000004,15955.048186543976,27233.905057444354,159036.60014353026,3154.6746,222010.22497500002,668002.3465500001,1079437.7513259747,916.6769786244225,3740.2909635047426,126.186984,8880.408999000001,26720.093862000005,40383.65778712917,2708.004118706332,12519.26532203308,330.48972000000003,23258.214045000004,69981.19821000002,108797.17141573943,1505.6678744430496,9840.844238098454,120.17808000000001,8457.532380000002,25447.708440000006,45371.93101254151,1501887.219342258,6128107.638460389,209109.8592,14716106.341200002,44279012.68560001,66834223.74380266,75.21745206341774,439.24394325355973,8.712910800000001,613.1710975500001,1844.9588619000006,2981.3042655669783,30.113357488860995,196.81688476196908,2.4035616,169.15064760000004,508.9541688000001,907.4386202508301
container_ship,2010,0,26.31,20.31,0.25,5.75,9.39,5.27,16.15,35136.4,7027.3,False,C3,1842.2,322.8628488702064,5684.193789464265,43.393577500000006,3685.1161199999997,13016.471025599998,22752.03736143447,296.96475938863904,5228.242415977826,38.825832500000004,3297.20916,11646.316180799999,20507.558348666462,18128.66263709715,215234.32041715473,2398.0661250000003,203651.15399999998,719331.29352,1158743.4966992517,692.3422588072341,6896.834901951523,95.922645,8146.046159999999,28773.251740799995,44604.39770655875,835.6450206052402,21949.12705770035,251.22597500000003,21334.8828,75358.516464,119729.39731730559,863.2696493855786,40997.01341279138,91.35490000000001,7758.1392,27403.096896,77112.87405817695,1134336.3192926503,11253680.181811232,158957.526,13499162.207999999,47681388.599039994,73727524.83414388,50.069639664363564,594.4566944854749,6.623230250000001,562.465092,1986.7245249599998,3200.339181359838,17.265392987711575,819.9402682558275,1.827098,155.162784,548.06193792,1542.257481163539
general_cargo_ship,2003,0,26.64,20.75,0.21,5.68,11.07,5.33,20.11,18056.6,3611.3,True,SV,402.4,57.956160913685395,132.12136716041283,24.495447900000002,1753.7917320000004,6406.897612500001,8375.2623204741,53.30727100082292,121.5233965325722,21.916979700000006,1569.1820760000003,5732.487337500002,7498.417060733397,10571.63891205214,43331.37828593855,1572.865602,112611.89016000001,411390.26775000006,579478.0407099908,266.31497929397835,842.2999718811693,54.1478322,3876.8027760000004,14162.615775000002,19202.18133437515,660.964620264119,252.05984195945214,141.81575100000003,10153.531080000002,37092.56512500001,48300.93641822358,278.300892742787,1260.2992097972608,51.56936400000001,3692.193120000001,13488.205500000004,18770.56808654005,436331.52467866277,1380027.6347280005,89730.69336000002,6424416.028800001,23469477.570000004,31799983.451566666,18.342558839865507,55.37678346078873,3.7387788900000007,267.68400120000007,977.8948987500003,1323.0370211406546,5.56601785485574,25.205984195945216,1.0313872800000001,73.84386240000002,269.7641100000001,375.41136173080105
other_ship,1994,0,25.15,20.22,0.24,4.69,9.88,6.46,16.77,33733.8,6746.8,True,SV,299.8,157.8919309705903,676.4536936632269,52.301193600000005,2705.4330660000005,11663.935308,15256.015192233817,142.6937771873249,611.3405038988521,46.795804800000006,2420.6506380000005,10436.152644000002,13657.63336788618,28409.620797476455,202936.10809896805,3798.7182720000005,196499.87532000002,847170.0381600001,1278814.3606484446,697.0787200919267,3916.558364327144,115.6131648,5980.430988000001,25783.435944,36493.11718121907,2185.355445959727,1193.741812346871,302.79638400000005,15663.033540000004,67528.04652,86872.9737023066,678.7846460935516,5290.446668355451,110.10777600000002,5695.648560000001,24555.653280000002,36330.64093044901,1142096.5563600892,6416904.851279135,191587.53024000002,9910428.494400002,42726836.707200006,60387854.139479235,48.01159691881219,262.26145877317623,7.982813760000002,412.9345206000001,1780.2848628000002,2511.4752528519884,13.575692921871031,105.80893336710902,2.2021555200000003,113.91297120000002,491.1130656,726.6128186089801
container_ship,1999,0,30.93,23.44,0.23,7.26,10.45,4.17,19.56,18601.4,3720.3,False,SV,1264.5,135.41924032012216,1783.828100058247,21.1350243,2463.2552736000002,7952.989478400001,12356.62711667837,122.38423323048475,1612.1227214430148,18.910284900000004,2203.9652448,7115.832691200001,11073.215175573501,9128.419379289633,79972.15302125087,1535.0701860000004,178910.119872,577638.1831680001,847183.9456265406,285.1587211616428,1731.5784752441468,46.719527400000004,5445.0906048,17580.2925312,25088.83985980579,558.9003940716012,8220.60763741843,122.36066700000002,14260.951584,46043.62329600001,69206.44357849004,443.6338749225951,13857.338511928901,44.49478800000001,5185.800576000001,16743.135744000003,36274.4034948515,462918.90042658325,2819830.991469906,77420.93112000001,9023293.00224,29133056.194560003,41516520.01981649,20.054860757530257,175.69639678911176,3.2258721300000004,375.97054176,1213.8773414400002,1788.8250128766422,8.872677498451903,277.14677023857803,0.8898957600000001,103.71601152000001,334.86271488000006,725.48806989703
cruise_ship,2019,0,16.36,10.4,0.23,5.73,10.07,5.28,16.56,46703.3,9340.7,True,C3,1497.8,343.2717132248875,1346.3025225344722,326.5508720000001,8135.376072000003,14765.778560000002,24917.279739759364,315.7365490624634,1238.3103415825092,292.17709600000006,7279.020696000002,13211.486080000002,22336.730762644976,7410.340671080459,41045.70283250514,3437.3776000000007,85635.53760000003,155429.24800000002,292958.2067035857,1007.3039352892421,3791.349588136026,721.8492960000001,17983.462896000005,32640.142080000005,56144.107795425276,2975.730021763731,12785.580299051688,1890.5576800000006,47099.54568000002,85486.08640000001,150237.50008081546,1654.5252150228534,10278.773849644675,687.4755200000002,17127.107520000005,31085.849600000005,60833.73170466754,1650370.7867457157,6211762.292781469,1196207.4048000001,29801167.08480001,54089378.304000005,92948885.87312719,82.65379979282051,457.81745467024973,49.841975200000014,1241.7152952000004,2253.7240960000004,4085.7526208630707,33.09050430045707,205.5754769928935,13.749510400000004,342.5421504000001,621.7169920000001,1216.6746340933507
oil_tanker,2014,0,16.6,10.22,0.24,6.14,9.64,4.93,18.29,32091.9,6418.4,False,C3,433.0,234.07834734744932,5260.567259007802,70.2429696,2470.9427952,4112.8722096,12148.703580755251,215.30200932492664,4838.596623258513,62.848972800000006,2210.8435536,3679.9382928000005,11007.52945178344,12551.389921362002,187600.38826659063,3881.84832,136552.10184,227290.30632,567876.0346679526,492.9098850609271,5106.481410946813,155.27393279999998,5462.084073599999,9091.6122528,20308.36155520774,720.4700802299872,18079.406172489336,406.669824,14305.458288,23811.365424000003,57323.36978871933,766.8414327516767,40865.743324965435,147.87993600000001,5201.984832,8658.678336,55641.12786171712,800176.4809165879,8315773.582206564,257311.08864,9051453.60768,15066100.30464,33490815.06408315,34.66574359233315,518.1344056886788,10.721295360000001,377.14390032,627.7541793600001,1568.419524321012,15.336828655033536,817.3148664993087,2.95759872,104.03969664,173.17356672,1112.8225572343422
container_ship,2003,0,24.47,17.31,0.26,6.9,8.94,4.39,18.83,19466.3,3893.3,False,SV,359.4,131.6749964325742,2320.3005254536747,25.002772600000004,2449.9758240000006,6146.2436976,11073.197816086249,121.11283094333028,2134.180162449369,22.370901800000006,2192.0836320000003,5499.270676800001,9969.0182039927,7731.505138126549,96142.61385149701,1605.4411880000002,157314.23712,394653.54268799996,657447.3399856235,262.81375984800223,2252.337232406012,55.2692868,5415.736032000001,13586.4334368,21572.589747854014,629.2396548979259,10692.891439498933,144.75289400000003,14184.070560000004,35583.516144,61234.47069239686,530.8165220235406,18024.825278606262,52.63741600000001,5157.843840000001,12939.460416000002,36705.583472629805,430595.1127684226,3667873.2277984284,91589.10384000001,8974648.2816,22514661.12384,35679366.849846855,18.37816795128442,228.5357214502798,3.8162126600000006,373.94367840000007,938.1108801600001,1562.7846606215644,10.616330440470811,360.4965055721253,1.05274832,103.15687680000002,258.78920832,734.1116694525961
oil_tanker,2020,0,18.93,11.38,0.2,7.35,11.61,4.12,18.25,18267.0,3653.4,True,SV,1033.2,98.49970069125749,103.99242769241582,33.319008000000004,1683.651123,2606.7958884000004,4526.258147783674,90.59865518126357,95.65078910746269,29.811744000000004,1506.4246890000002,2332.3963212000003,4054.8821984887268,2910.2184295144257,7631.054557346021,350.7264,17722.6434,27439.956720000002,56054.59950686045,388.4962889277128,681.3882925597835,73.652544,3721.755114,5762.3909112,10627.683150687497,1603.724118397575,203.90672096552123,192.89952000000002,9747.453870000001,15091.976196000001,26839.960425363097,348.022242702113,1050.4285625496548,70.14528,3544.5286800000003,5487.991344000001,10501.116109251769,636513.8698890456,1116389.2972862287,122052.7872,6167479.9032000005,9549104.938560002,17591540.796135277,27.277419022598046,44.797688696970575,5.0855328,256.97832930000004,397.87937244000005,732.0183422595687,6.96044485404226,21.008571250993096,1.4029056,70.89057360000001,109.75982688,210.02232218503536
reefer_ship,2010,0,28.63,22.95,0.21,5.47,11.12,5.54,16.46,19155.5,3831.1,True,C3,1380.4,173.95644599634437,612.5987119203646,30.572178000000005,2667.7136941,11192.6927385,14677.533768516709,160.00272038166437,563.4597778091053,27.354054000000005,2386.9017263,10014.5145555,13152.232833990769,13414.18155757907,74247.73093152457,1689.5151,147426.283095,618543.546075,855321.2567591036,507.3202534147935,1746.1899764788848,67.58060400000001,5897.051323799999,24741.741843,32959.88400069368,1446.226139263726,5844.736634534326,176.99682000000004,15444.658229,64799.800065,87712.41788779806,700.7871086483749,4594.290587638055,64.36248,5616.239356,23563.56366,34539.24319228643,831195.5274152601,2860964.624804557,111990.7152,9772256.47944,41000600.7684,54577008.11525981,37.04869192093267,205.06516162040117,4.666279800000001,407.17735331,1708.35836535,2362.315852001334,14.015742172967498,91.88581175276109,1.2872496000000002,112.32478712,471.2712732,690.7848638457285
other_ship,2012,0,26.4,20.72,0.21,5.47,11.09,5.54,18.7,47911.5,9582.3,False,SV,623.5,392.43748874863536,5517.737958225011,64.99674089999999,4481.4979754999995,16975.619388,27432.289551373644,360.9585458008838,5075.138656763112,58.1549787,4009.7613465,15188.712083999999,24692.725611763995,22035.26006342605,208931.40235291506,3591.925155,247661.73022499998,938126.3345999998,1420346.6523963409,841.5370748032235,6694.868109641925,143.6770062,9906.469208999999,37525.05338399999,55111.60478364514,2308.4558161684436,28569.904162449136,376.296921,25945.514595,98279.90172,155480.07321461756,1049.2980982583833,39796.45759103144,136.835244,9434.73258,35738.14608,86155.46959328983,1378777.7011115158,10924127.60873813,238093.32455999998,16416434.689199999,62184374.17919999,91141807.50280964,60.85928969898624,577.0486350699559,9.92055519,684.01811205,2591.0155907999997,3922.8621828089417,20.985961965167668,795.9291518206288,2.73670488,188.6946516,714.7629215999999,1723.1093918657966
bulk_carrier,2017,0,23.89,18.0,0.23,5.66,10.29,5.35,16.84,24953.4,4990.7,False,C3,1509.7,244.86067011015217,3666.998623966988,37.075910300000004,2415.149451,7680.6873,14044.77195537714,225.21943988741268,3372.854349317229,33.17318290000001,2160.923193,6872.1939,12664.364065104643,3404.479905274843,34382.4993555191,390.27274000000006,25422.6258,80849.34,144449.21780079394,525.0755546212355,4449.300117469672,81.95727540000001,5338.751418,16978.361399999998,27373.445765490906,1440.3568830008953,14159.86535628823,214.65000700000004,13982.444190000002,44467.137,74264.45343628913,654.707674091316,26448.076427322387,78.05454800000001,5084.525160000001,16169.868,48435.2318094137,860285.8837559893,7259996.979299994,135814.91352000003,8847073.7784,28135570.32,45238741.87497598,37.97304509729633,383.4971081961746,5.658954730000001,368.62807410000005,1172.31543,1968.0726121234711,13.09415348182632,528.9615285464478,1.5610909600000002,101.69050320000001,323.39736,968.704636188274
cruise_ship,1991,0,21.99,15.09,0.19,6.71,12.21,4.51,21.89,34401.6,6880.3,True,C3,1501.1,163.33312886481062,317.1132550615225,198.70306400000004,7017.355576,15781.206504,23477.71152792633,147.6112234125829,286.5889845208412,177.78695200000004,6278.686568000001,14120.026872,21010.700599933425,19465.21627418675,50898.00984600907,14432.117280000002,509681.61552000005,1146213.9460800001,1740690.905000196,477.6124307835858,890.4931041993735,439.238352,15512.049168,34884.772272,52204.16532698296,1447.4135178241431,3064.5398598382426,1150.3861600000002,40626.79544,91364.87976000001,137654.0147376624,884.7825579175797,2553.7832165318687,418.3222400000001,14773.38016,33223.59264,51853.86081444945,782522.1122813362,1458987.4550099461,727880.6976000001,25705681.4784,57809051.1936,86484122.93689129,42.76449029934968,111.82138526774722,30.328362400000007,1071.0700616000001,2408.7104664000003,3664.6947659670973,17.69565115835159,51.07566433063738,8.366444800000002,295.46760320000004,664.4718528,1037.077216288989
other_ship,1992,0,27.349999999999998,20.79,0.25,6.31,9.6,4.8,17.34,36601.9,7320.4,True,C3,1351.7,223.58485906115894,760.3772612733816,59.112230000000004,3949.392402,13012.340417999998,18004.807170334538,202.0633218253255,687.185867140115,52.88989000000001,3533.666886,11642.620373999998,16118.426338965439,26645.712768174784,120280.79710575391,4293.4146,286850.60604,945106.8303599999,1383177.3608739285,653.7982145128201,2160.9587652064215,130.66914,8730.235836,28764.120923999995,40439.782879719234,1981.3478725053044,7328.937458056691,342.22870000000006,22864.90338,75334.60242,107852.019830562,1211.168762189763,6001.302397138667,124.44680000000001,8314.51032,27394.400879999997,43045.82915932842,1071185.6033289845,3540523.4631935633,216537.432,14467247.956799999,47666257.53119999,66961751.98652254,58.53982350583855,264.2532663687018,9.022393000000001,602.8019982000001,1986.0940637999997,2920.7115448745403,24.22337524379526,120.02604794277335,2.4889360000000003,166.2902064,547.8880175999999,860.9165831865685
other_ship,2022,0,24.939999999999998,18.89,0.24,5.81,9.96,5.21,19.51,29890.1,5978.0,True,SV,598.7,80.31542043102543,228.81695016625034,46.34145600000001,2969.60139,9655.037910000001,12980.113126597276,73.87300702746724,210.46264935077565,41.46340800000001,2657.01177,8638.718130000001,11621.528964378243,3647.837633836948,15993.044818673026,487.80480000000006,31258.962,101631.978,153019.62725251,405.690702417251,1458.7535296767312,102.439008,6564.38202,21342.71538,29873.980640093985,545.9348839755977,436.5347220977749,268.29264000000006,17192.4291,55897.587900000006,74340.77924607338,462.89933344084767,2182.6736104888746,97.56096000000002,6251.7924,20326.395600000003,29321.321903929726,664685.2655564436,2390027.6034853174,169756.07040000003,10878118.776,35367928.344000004,49470516.05944177,27.678516844916665,95.90535561238994,7.073169600000001,453.254949,1473.6636810000002,2057.5756720573067,9.257986668816953,43.65347220977749,1.9512192000000004,125.035848,406.527912,586.4264380785944
oil_tanker,1998,0,19.38,13.19,0.25,5.94,9.53,5.1,16.63,21526.4,4305.3,False,C3,1204.1,193.17687988088053,2986.215425484254,49.08042,1603.4573214000004,3560.5390689,8392.469115665135,174.58231390304178,2698.7722294483365,43.91406,1434.6723402000005,3185.7454827,7537.686426251379,13502.328628352203,142150.5074160688,3564.7884,116461.63702800003,258607.574478,534286.8359504209,410.1843772703965,3623.2816005322966,108.49355999999999,3544.4846052000007,7870.665310199999,15557.109453202695,514.6927249421385,11531.067416650514,284.1498,9283.173966000002,20613.647241000002,42226.73114859266,531.7073604774158,21537.955669101335,103.3272,3375.6996240000008,7495.8717240000005,33044.56157757875,672047.720365712,5912168.831168316,179789.32799999998,5873717.345760001,13042816.799759999,25680540.02505403,29.664206835016206,312.3003572019694,7.491222,244.73822274000005,543.45069999,1137.6447087669858,10.634147209548315,430.7591133820267,2.066544,67.51399248000001,149.91743448,660.8912315515751
container_ship,1994,0,27.980000000000004,21.42,0.26,6.3,9.21,4.81,16.21,20924.0,4184.8,True,SV,1598.6,91.4293415144994,244.73531867064784,26.874785600000003,2404.4186879999997,8175.0235392,10942.481672985148,82.62865623502887,221.17790831732344,24.045860800000003,2151.321984,7314.494745600001,9793.669154952353,17649.265444815726,82740.23776729024,1951.9581120000003,174636.72576,593764.8675840001,870743.0546681061,420.127952031867,1505.3667384992045,59.407420800000004,5315.030784,18071.1046656,25371.037560931072,1141.4947800129578,454.6166910290672,155.59086400000004,13920.318720000001,47329.08364800001,63001.10470304203,429.05835262724804,2204.20213832275,56.57849600000001,5061.93408,17210.575872,24962.34893895,688339.3129300164,2466398.870807924,98446.58304000001,8807765.2992,29946402.01728,42007352.08325794,28.93649354927952,99.87790939274961,4.10194096,366.99022080000003,1247.7667507200001,1747.6733154220292,8.581167052544961,44.084042766455006,1.1315699200000002,101.23868159999999,344.21151744,499.24697877899996
other_ship,1996,0,23.89,18.05,0.21,5.63,11.34,5.38,20.94,14781.3,2956.3,False,C3,855.9,99.56493622240379,1924.0083662346242,20.0525829,1423.0593495,4562.3838825,8029.0691173570285,89.9811455699799,1738.8096999660509,17.941784700000003,1273.2636285,4082.1329475000007,7202.129206236032,6832.887779968887,86256.68105220344,1456.4507580000002,103359.04749000001,331373.14515000005,529278.2122301725,209.55175178597227,1867.6527592836705,44.3267622,3145.710141,10085.269635,15352.511049269644,295.8748867262718,6612.391215578563,116.09390100000002,8238.764655,26413.801425000005,41676.92608330484,310.585808180404,14946.30297046329,42.21596400000001,2995.9144200000005,9605.0187,27900.037862643694,343330.4262428523,3041424.4616836235,73455.77736000001,5212891.0908,16712732.538,25383834.29408648,15.011647395386193,189.5033144328712,3.0606573900000003,217.20379545000003,696.3638557500001,1121.1432704182575,6.211716163608079,298.9260594092658,0.8443192800000001,59.91828840000001,192.10037400000002,558.0007572528739
general_cargo_ship,2022,0,20.16,13.93,0.22,6.01,10.5,5.04,20.22,17961.6,3592.3,False,SV,1963.9,118.99578866066939,2278.9604218968734,25.526883800000004,1845.9213165,4278.483184500001,8547.887595357544,109.45067192318254,2096.156109980012,22.839843400000003,1651.6138095000001,3828.116533500001,7708.176968303196,1553.7790028326422,20124.355801144757,268.70404,19430.7507,45036.665100000006,86414.25464397742,246.2972122332042,2212.208010604324,56.4278484,4080.457647,9457.699671,16053.090389237528,506.3559927714111,10502.379376694445,147.787222,10686.912885000002,24770.165805000004,46613.60128146586,406.70497403204837,17703.68233378659,53.74080800000001,3886.15014,9007.333020000002,31057.61127581864,403534.3352549006,3602523.822664471,93509.00592000001,6761901.243600001,15672759.454800002,26534227.862239376,17.330611954671777,224.46396855122995,3.8962085800000006,281.74588515000005,653.0316439500001,1180.4683181859018,8.134099480640968,354.07364667573177,1.0748161600000001,77.7230028,180.14666040000003,621.1522255163727
container_ship,2023,0,25.200000000000003,18.79,0.26,6.15,8.96,4.92,18.73,28058.3,5611.7,True,C3,1901.0,117.9815498853184,485.4428907276638,36.038337399999996,3147.4902960000004,9616.4784816,13403.431555612982,108.5177891993303,446.5036214179581,32.2448282,2816.1755280000007,8604.2175888,12007.659355617288,3093.891046204045,15125.3258137941,379.35092,33131.476800000004,101226.08927999999,152956.13385999814,342.66799979214494,1379.6073648603347,79.6636932,6957.610128,21257.478748799997,30017.027934652477,1071.7609148182314,4678.967621471459,208.643006,18222.312240000003,55674.34910399999,79856.03288628969,742.7255221914718,3831.373887902765,75.870184,6626.295360000001,20245.217856,31521.48281009424,561428.6181133147,2260354.211254962,132014.12016,11529753.926400002,35226679.06943999,49710229.945368275,34.50878474612204,168.70555715385728,5.50058834,480.40641360000006,1467.77829456,2156.8996383999793,14.854510443829437,76.6274777580553,1.51740368,132.5259072,404.90435711999993,630.4296562018847
bulk_carrier,2015,0,17.84,11.09,0.25,6.5,9.48,4.66,17.07,13295.5,2659.1,True,SV,1438.2,52.16831604822557,121.65180253638668,21.4722325,1477.794825,2521.3453245,4194.432500584612,47.98369176628234,111.89363655753212,19.211997500000003,1322.237475,2255.9405535,3757.2673543238143,8189.907523231746,34338.194876942216,1186.6233750000001,81667.60875,139337.504775,264719.839300174,239.71919100846205,775.5544168058992,47.464935000000004,3266.7043499999995,5573.500191,9902.94308381436,594.956785664037,232.0861097673514,124.31292500000002,8555.65425,14597.262405000001,24104.27247543139,250.50812027959458,1160.430548836757,45.2047,3111.147,5308.095420000001,9875.385789116353,392756.87903381436,1270671.4509762488,78656.178,5413395.779999999,9236086.0308,16391566.318810062,16.51076247297328,50.988615024645384,3.2773407500000005,225.5581575,384.83691795000004,681.1717936976187,5.010162405591892,23.20861097673514,0.9040940000000001,62.222939999999994,106.1619084,197.507715782327
other_ship,2015,0,23.16,16.17,0.29,6.7,8.26,4.52,15.82,43041.0,8608.2,False,SV,519.5,382.0678568608607,9169.003901597665,80.6330094,4931.207370000001,11901.137787000003,26464.04992485853,351.4207025672087,8433.522305212826,72.14532420000002,4412.132910000001,10648.386441000004,23917.607682980044,20147.17273565292,326981.5986122449,4456.03473,272514.09150000004,657694.4566500002,1281793.3542278982,790.8031795737629,8900.437096443147,178.24138920000001,10900.563660000002,26307.778266000005,47077.82359121692,1625.791560729156,42254.51067764431,466.8226860000001,28549.095300000008,68901.32403000002,141797.5442543735,1305.83526990343,71227.7101574344,169.75370400000003,10381.489200000004,25055.026920000008,108139.81525133783,1295655.0847380604,14494132.793282798,295371.44496000005,18063791.208000004,43595746.84080001,77744697.37178087,55.644572317517586,903.0920342623906,12.307143540000002,752.6579670000002,1816.4894517000005,3540.191168819909,26.116705398068596,1424.5542031486877,3.3950740800000005,207.62978400000006,501.1005384000001,2162.7963050267567
oil_tanker,2001,0,19.62,13.18,0.24,6.2,9.78,4.88,16.91,27812.8,5562.6,False,SV,927.4,246.31081112700153,5649.814389444073,60.87709440000001,2162.4051240000003,4596.8547636,12716.262182571074,226.55325943232225,5196.620721841607,54.468979200000014,1934.7835320000004,4112.975314800001,11525.40180727393,15911.93150208091,234102.40062362028,3908.9502720000005,138849.17112,295166.463768,687938.9172857013,523.0069288798726,5484.327209312692,134.5704192,4780.053432000001,10161.4684248,21083.426414192567,879.9858563620384,26036.649674003864,352.4463360000001,12519.187560000002,26613.369684000005,66401.63911036591,677.9552052095827,43889.537630636594,128.16230400000003,4552.43184,9677.588976000001,58925.67595584617,856896.6390874721,8931085.742447276,223002.40896000003,7921231.4016,16839004.81824,34771221.010334745,37.82344373445462,556.472919515163,9.291767040000002,330.05130840000004,701.6252007600001,1635.2646394496178,13.559104104191656,877.7907526127319,2.5632460800000003,91.04863680000001,193.55177952000003,1178.5135191169236
reefer_ship,2023,0,17.9,11.2,0.22,6.48,10.81,4.67,16.55,21628.2,4325.6,True,C3,339.8,185.96405828354878,488.7330729500452,36.16201600000001,3568.2047424000007,6167.2674560000005,10446.331345633596,171.0471552126759,449.5298852802554,32.35548800000001,3192.604243200001,5518.081408000001,9363.618179692934,3688.7843860594144,15227.840608120732,380.65280000000007,37560.049920000005,64918.60480000001,121775.93251418017,547.6558644766785,1388.9579181641968,79.93708800000002,7887.610483200001,13632.907008000002,23537.06836184088,1575.2249642841782,4710.680221205256,209.35904000000005,20658.027456000003,35705.23264000001,62858.52432148944,795.5681637798879,3857.3417586740898,76.13056000000002,7512.009984000001,12983.720960000002,25224.771426453983,897281.5535191466,2275674.1950969505,132467.17440000002,13070897.372160003,22591674.4704,38967994.7655761,41.14413353681654,169.84899139826973,5.519465600000001,544.6207238400001,941.3197696000002,1702.4530839750864,15.911363275597758,77.14683517348179,1.5226112000000003,150.24019968000002,259.67441920000005,504.4954285290796
