month,type,year_ship,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,Total_PM10,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,Total_PM2.5,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,Total_NOx,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,Total_SOx,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,Total_CO,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,Total_HC,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,Total_CO2,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,Total_N2O,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4,CO2_scaled
11,container_ship,2010,0,18.78,12.65,0.22,5.91,10.64,5.12,13.16,31804.6,6540.5,TRUE,SV,75.3,551.1536358,814.6994971,35.541077,3525.277176,7545.64404,12472.31543,506.2226329,748.2837772,31.799911,3154.195368,6751.36572,11191.86741,52719.04342,270976.1371,1964.11215,194817.9492,416996.118,937473.3599,1338.685025,4327.648307,78.564486,7792.717968,16679.84472,30217.46051,7299.901215,1859.640156,205.76413,20409.49944,43685.3076,73460.11254,1641.92307,7770.639225,74.82332,7421.63616,15885.5664,32794.58817,13442.78638,43457.31119,798.0883879,79161.43842,169440.3039,49966867.75,106.1702958,545.7158316,5.4246907,538.0686216,1151.703564,2347.083004,32.83846139,155.4127845,1.4964664,148.4327232,317.711328,655.8917635,306299.9283
7,container_ship,2013,0,21.45,14.63,0.24,6.58,9.95,4.6,12.45,44224.6,12902.8,TRUE,SV,79.1,787.5556608,1053.265061,76.4877984,7742.918669,17215.63832,26875.86551,723.3527537,967.4010613,68.4364512,6927.874598,15403.46586,24090.53073,77238.53536,367762.1149,4226.95728,427898.137,951390.5386,1828516.283,1961.303998,5791.490074,169.0782912,17115.92548,38055.62154,63093.41938,11226.02731,2465.837935,442.824096,44827.42387,99669.48499,158631.5982,2340.561678,10567.87686,161.026944,16300.88141,36243.44909,65613.79598,19742.46954,58297.09034,1721.703012,174289.3203,387515.6164,104407341,155.5498282,740.632037,11.67445344,1181.813902,2627.650059,4717.32028,46.81123355,211.3575373,3.22053888,326.0176282,724.8689818,1312.27592,641566.1996
12,container_ship,1992,0,20.16,14.11,0.25,5.8,9.5,5.22,12.22,31775,7640.6,TRUE,SV,78.4,515.0647782,1083.710107,47.180705,4041.571776,9832.168579,15519.69595,473.0758017,995.3641745,42.214315,3616.143168,8797.203466,13924.00092,63450.00891,398059.4786,3426.8091,293545.7395,714125.9284,1472607.965,1351.111954,5616.215582,104.29419,8934.000768,21734.26739,37739.88988,8360.471762,2413.352306,273.15145,23398.57344,56923.08125,91368.63021,1567.588455,9567.218072,99.3278,8508.57216,20699.30227,40442.00876,14082.71423,58538.12398,1099.686698,94200.8544,229167.9406,62407861.25,108.2382505,679.04264,7.2012655,616.8714816,1500.699415,2912.053052,31.35176911,191.3443614,1.986556,170.1714432,413.9860454,808.8401752,397089.3199
7,container_ship,1993,0,20.65,14.13,0.25,6.27,9.47,4.83,12,53597.6,10492.2,FALSE,SV,65.7,1211.739803,7217.410252,64.789335,5999.691773,13520.83648,28014.46765,1112.956667,6629.034416,57.969405,5368.14527,12097.59054,25265.6963,111954.2209,540166.2701,4705.7517,435767.0867,982039.7025,2074633.032,2383.966352,11661.0174,143.21853,13262.47655,29888.16486,57338.84369,9219.759371,50500.39659,375.09615,34735.05763,78278.52701,173108.8368,3951.325445,46281.18306,136.3986,12630.93005,28464.91891,91464.75606,23996.98523,117379.703,1458.37631,135050.1336,304347.4304,94751501.27,190.9807298,921.4601078,9.8888985,915.7424285,2063.706621,4101.778786,79.0265089,925.6236612,2.727972,252.618601,569.2983782,1829.295121,582232.6286
8,container_ship,2005,0,17.94,12.1,0.27,5.57,8.62,5.44,13.18,44742.4,13334.4,TRUE,SV,75.3,360.6653525,1321.98528,88.9271136,6773.66185,14714.77709,23260.01668,331.2632857,1214.214741,79.5663648,6060.644813,13165.85318,20851.54239,62724.40912,468232.326,5710.056768,434940.3924,944843.5814,1916450.766,1260.098232,6851.052028,196.5757248,14973.35777,32527.40198,55808.48574,7712.12832,2943.975703,514.841184,39215.93702,85190.81472,135577.697,1459.964695,11986.18679,187.214976,14260.34074,30978.47808,58872.18528,13192.30606,71725.49957,2081.900781,158580.3399,344492.3003,92328348.81,113.6879915,848.6710909,13.57308576,1033.874703,2245.939661,4255.746532,29.1992939,239.7237358,3.74429952,285.2068147,619.5695616,1177.443706,590072.3465
12,container_ship,2007,0,22.12,15.47,0.23,6.42,10.09,4.72,14.25,51358.8,9939.8,FALSE,C3,63.2,771.5950495,6812.517035,56.4680038,5819.792659,14023.70599,27484.07873,708.6932792,6257.148798,50.5240034,5207.182906,12547.52641,24771.0754,67095.2217,423685.4551,3625.840244,373691.9497,900469.5423,1768568.009,1518.029391,8761.757698,124.8240084,12864.80483,30999.77113,54269.18705,5870.831898,35871.39616,326.920022,33693.53645,81189.87677,156952.5613,2516.070814,55428.98516,118.880008,12252.19507,29523.59155,99839.72261,15822.50385,90872.18209,1316.154828,135647.5825,326864.1902,89665207.08,121.6100893,767.9298874,8.61880058,888.2841427,2140.460388,3926.903308,50.32141627,1108.579703,2.37760016,245.0439014,590.471831,1996.794452,570522.6135
3,container_ship,2008,0,22.71,15.48,0.27,6.96,8.62,4.35,12.66,38262.5,6736.5,FALSE,C3,72.6,600.0336553,6142.222414,44.9257185,4276.006848,9510.429024,20573.61766,551.1178682,5641.49776,40.1966955,3825.900864,8509.331232,18568.04442,52176.83959,381998.3547,2884.70403,274564.6502,610669.6531,1322294.202,1180.500996,7899.67412,99.309483,9452.225664,21023.05363,39654.7639,4565.473464,32341.9512,260.096265,24755.82912,55060.37856,116983.7286,1956.631485,49975.23724,94.58046,9002.11968,20021.95584,81050.52471,11967.7937,79689.59145,1018.479481,96938.35468,215604.2716,65476829.41,94.57052176,692.3720179,6.85708335,652.6536768,1451.591798,2898.045098,39.13262969,999.5047448,1.8916092,180.0423936,400.4391168,1621.010494,405218.4909
2,container_ship,1992,0,19.28,13.45,0.21,5.62,11.44,5.39,16.26,34179.5,8073.3,FALSE,C3,79.8,459.9591605,3978.166859,41.8762071,4137.921475,9903.032712,18520.95641,422.4624898,3653.859778,37.4681853,3702.350794,8860.608216,16676.74946,42496.22678,262874.1538,3041.535042,300543.7703,719272.9022,1328228.588,904.9196527,5116.425239,92.5684578,9146.984314,21890.91442,37151.81208,3499.689265,20947.08881,242.441199,23956.38749,57333.34728,105978.954,1499.866828,32367.73584,88.160436,8711.413632,20848.48992,63515.66666,9110.368132,51255.11671,942.763502,93157.46604,222948.0282,61409834.43,72.49356334,448.43238,6.39163161,631.5774883,1511.515519,2670.410582,29.99733655,647.3547168,1.76320872,174.2282726,416.9697984,1270.313333,377413.7426
2,container_ship,2023,0,19.73,13.12,0.21,6.4,10.99,4.73,13.68,53871.2,10723.1,TRUE,C3,72.1,874.2055744,2150.272146,55.6207197,6258.859008,12830.66097,22169.61841,802.9388156,1974.978221,49.7659071,5600.031744,11480.06508,19907.77976,18746.38363,85765.75936,585.48126,65882.7264,135059.5891,306039.9398,2123.338821,5623.372105,122.9510646,13835.37254,28362.51372,50067.54825,7965.453368,26536.36489,322.014693,36235.49952,74282.77402,145342.1065,3343.378807,19667.12328,117.096252,13176.54528,27011.91782,63316.06145,21376.92366,56613.85502,1252.195175,140906.3582,288858.0343,82821727.37,159.8956251,731.5314769,8.48947827,955.2995328,1958.364042,3813.580155,66.86757614,393.3424657,2.34192504,263.5309056,540.2383565,1266.321229,509007.3663
6,container_ship,1990,0,18.58,12.15,0.23,6.2,10.14,4.88,14.68,51141.6,9650.9,FALSE,C3,73.2,713.272809,6622.524937,54.8267629,5457.004896,10693.96927,23541.59868,655.1255691,6082.645187,49.0555247,4882.583328,9568.288296,21237.6979,65900.20518,437611.2669,3982.154358,396350.8819,776719.8734,1680564.382,1403.286722,8517.403854,121.1960022,12062.85293,23639.3005,45744.04,5427.07572,34870.99032,317.418101,31593.18624,61912.45368,134121.1241,2325.889594,53883.14401,115.424764,11488.43136,22513.61952,90326.50925,14387.68821,86895.34859,1257.033126,125114.7352,245184.5215,75546632.62,112.4179971,746.5133376,8.36829539,832.9112736,1632.237415,3332.448319,46.51779189,1077.66288,2.30849528,229.7686272,450.2723904,1806.530185,472839.3266
6,container_ship,1990,0,21.11,14.55,0.29,6.27,8.23,4.83,13.2,55014.8,15083.9,FALSE,C3,68.6,711.496997,7587.074128,108.0459757,8625.336034,20015.73194,37047.68508,653.4945244,6968.56265,96.6727151,7717.405925,17908.81279,33344.94861,65736.13559,525734.7562,7847.549814,626471.7751,1453774.215,2679564.432,1399.793005,10828.00668,238.8384726,19066.53228,44245.30219,75778.47263,5413.564108,40494.58862,625.529333,49936.15598,115880.5534,212350.3914,2320.098903,56882.7769,227.465212,18158.60218,42138.38304,119727.3262,14351.86765,110390.7079,2477.209367,197756.2151,458907.9633,125242953.5,112.1381137,896.8416429,16.49122787,1316.498658,3055.03277,5397.002413,46.40197806,1137.655538,4.54930424,363.1720435,842.7676608,2394.546525,783883.9634
8,container_ship,2014,0,21.85,15.76,0.21,5.88,11.23,5.15,16.04,38018.5,6576.6,FALSE,C3,80.8,504.1482601,5895.038133,34.1128242,3526.74121,9452.626099,19412.66653,463.0492171,5414.464372,30.5220006,3155.505293,8457.612826,17521.15371,39455.08122,311118.7913,1885.18239,194898.8563,522381.9686,1069739.88,991.856903,6562.292047,75.4072956,7795.954253,20895.27875,36320.78924,3835.910675,29443.81834,197.495298,20417.97542,54725.73005,108620.9298,1643.961718,51853.13188,71.816472,7424.718336,19900.26547,80893.89388,10384.01571,68421.97602,798.6261162,82565.65386,221298.4192,60001169.79,79.45814969,626.5586769,5.20669422,538.2920794,1442.769247,2692.284847,32.87923435,1037.062638,1.43632944,148.4943667,398.0053094,1617.877878,383468.6909
2,container_ship,1990,0,19.19,12.74,0.22,6.23,10.94,4.86,15.63,44128.8,8041.2,FALSE,C3,70.2,612.5445125,6584.878371,43.6958808,4568.816851,9342.973786,21152.9094,562.6088185,6048.067634,39.0963144,4087.888762,8359.502861,19097.16439,56593.78648,410273.8256,3173.700816,331840.3818,678594.9381,1480476.633,1205.114747,7330.214664,96.5908944,10099.48988,20652.88942,39384.29961,4660.664769,32889.34832,252.976152,26451.04493,54090.90086,118344.935,1997.427758,57921.01067,91.991328,9618.561792,19669.4185,89298.41005,12132.61195,73496.44641,983.7300094,102858.2594,210339.362,65054046.27,96.54234164,699.878879,6.66937128,697.3457299,1426.032841,2926.469163,39.94855516,1158.420213,1.83982656,192.3712358,393.3883699,1785.968201,399810.4098
2,container_ship,2001,0,18.13,12.25,0.22,5.66,10.77,5.35,14.5,52557.4,9281.8,TRUE,SV,70.3,610.2608642,1072.235232,50.4373012,4791.190906,10369.62696,16893.75126,560.5113372,984.8247508,45.1281116,4286.855021,9278.08728,15155.4065,78083.06709,415984.237,3238.605656,307644.8897,665839.2048,1470790.004,1732.32591,5895.799578,111.4929816,10591.05358,22922.33328,41253.00533,11409.22485,2510.249706,292.005428,27738.47366,60034.6824,101984.6361,1904.696175,10758.21303,106.183792,10086.7177,21830.7936,44686.60429,17440.36248,59356.54556,1135.500324,107864.5902,233452.5141,68217026.18,141.5255591,753.9714296,7.69832492,731.287033,1582.732536,3217.214883,38.09392351,215.1642605,2.12367584,201.7343539,436.615872,893.7320858,419249.5126
8,container_ship,2006,0,20.34,13.05,0.26,7.03,9.17,4.31,11.54,47711.7,11812.7,FALSE,C3,70.1,1145.266725,7845.168022,75.8611594,7573.547227,14059.00303,30698.84617,1051.902589,7205.616281,67.8757742,6776.33173,12579.10798,27680.83435,99588.41083,511641.3928,4871.084972,486301.4535,902735.9842,2005138.326,2253.187795,11196.34925,167.6930892,16741.52545,31077.79618,61436.55176,8713.985947,41872.11649,439.196186,43846.85237,81394.22808,176266.3791,3734.565406,58817.79126,159.707704,15944.30995,29597.90112,108254.2754,23589.22682,116555.3344,1776.009595,177306.7094,329139.7664,101449693.7,180.5039946,927.3500244,11.57880854,1155.962472,2145.847831,4421.24313,74.69130812,1176.355825,3.19415408,318.886199,591.9580224,2165.085509,648367.0466
9,container_ship,2007,0,23.12,15.61,0.25,7.26,9.62,4.17,12.25,32925,9021.3,FALSE,SV,78,733.5007552,5360.911103,55.7065275,5973.110986,12843.01136,24966.24073,673.704498,4923.880306,49.8426825,5344.362461,11491.11543,22482.90538,63782.67437,333406.8816,3576.94545,383536.6001,824656.519,1608959.621,1443.083008,6894.809052,123.140745,13203.71902,28389.81459,50054.56641,5580.984007,37851.10999,322.511475,34581.16886,74354.2763,152690.0506,2391.850289,43618.21929,117.2769,12574.9705,27037.91866,85740.23563,14122.86245,67142.62981,1219.121582,130719.8427,281065.6673,82733056.03,115.6060973,604.2999729,8.50257525,911.685361,1960.249103,3600.343109,47.83700577,872.3643858,2.345538,251.4994099,540.7583731,1714.804713,494270.1238
9,container_ship,2011,0,21.38,15.54,0.25,5.59,9.52,5.42,14.12,55465.2,11830.2,FALSE,C3,70.5,781.9611381,6582.246634,73.051485,6031.130602,16766.32729,30234.71715,718.2143062,6045.650441,65.361855,5396.274749,15001.45073,27226.95208,61196.95863,404025.3689,4037.05575,333299.3227,926560.1923,1729118.898,1538.423543,10156.74886,161.48223,13331.97291,37062.40769,62251.03523,5949.704312,35106.71825,422.92965,34917.0719,97068.21062,173464.6347,2549.873276,45768.49882,153.7926,12697.11706,35297.53114,96466.81289,15055.92123,98778.6922,1598.711066,131989.5856,366926.3255,102832413.4,123.243875,813.6622012,11.1499635,920.5409866,2559.071007,4427.668034,50.99746553,915.3699763,3.075852,253.9423411,705.9506227,1929.336258,614349.2356
5,container_ship,2018,0,19.35,12.82,0.27,6.26,8.7,4.84,12.93,43135.6,12285.7,FALSE,SV,73.2,652.7992002,6358.553594,81.9333333,7014.053558,14364.24387,28471.58355,599.5818741,5840.193246,73.3087719,6275.732131,12852.2182,25641.03422,12062.59392,88121.25904,862.45614,73832.14272,151202.567,326081.0189,1284.31147,9074.705162,181.1157894,15504.74997,31752.53908,57797.42147,4966.950437,45507.22313,474.350877,40607.6785,83161.41187,174717.6148,2128.693044,47672.15653,172.491228,14766.42854,30240.51341,94980.28276,12775.88385,89761.99965,1822.597345,156026.7949,319530.9123,95497556.38,102.8868305,751.6225036,12.50561403,1070.566069,2192.437222,4130.01824,42.57386088,953.4431306,3.44982456,295.3285709,604.8102682,1899.605655,579918.188
7,container_ship,1991,0,20.48,14.2,0.21,6.07,11.16,4.99,15.57,45622.8,9485.9,TRUE,C3,75,493.3548384,1392.202282,49.2033633,5251.242466,12284.61994,19470.62289,453.135694,1278.707531,44.0240619,4698.480101,10991.50205,17465.84944,58776.3988,282050.4099,3573.717966,381406.0317,892251.3427,1618057.901,1289.905578,3597.008751,108.7653294,11608.00966,27155.47565,43759.16497,5087.368972,17101.69906,284.861577,30401.93006,71121.48384,123997.3435,2201.468959,12963.01496,103.586028,11055.2473,25862.35776,52185.675,12984.17869,36207.45981,1107.543694,118202.905,276520.7992,72422232.15,100.2656215,481.1448169,7.50998703,801.505429,1875.020938,3265.446792,44.02937917,259.2602992,2.07172056,221.1049459,517.2471552,1043.7135,445022.8864
10,container_ship,2024,0,21.18,13.95,0.24,6.99,9.66,4.33,12.68,28052.4,8185,TRUE,SV,82.4,394.3712097,545.9521073,48.52068,5217.83928,10413.2844,16619.96768,362.2213829,501.4451421,43.41324,4668.59304,9317.1492,14892.822,10222.45421,47255.46558,510.744,54924.624,109613.52,222526.8078,1077.614568,3080.97515,107.25624,11534.17104,23018.8392,38818.8562,6959.842153,1311.78424,280.9092,30208.5432,60287.436,99048.51479,1214.549016,5809.330204,102.1488,10984.9248,21922.704,40033.65682,11677.69045,33387.33085,1175.790373,126442.6878,252342.703,64249288.45,87.19152124,403.0613241,7.405788,796.407048,1589.39604,2883.461721,24.29098031,116.1866041,2.042976,219.698496,438.45408,800.6731364,425026.2025
1,container_ship,1999,0,22.09,15.78,0.23,6.08,10.26,4.98,14.33,38937.5,6801.3,FALSE,C3,75.7,604.8075921,5649.335963,38.6381853,3771.293645,9787.995677,19852.07106,555.5026253,5188.792271,34.5710079,3374.315366,8757.680342,17910.86161,55878.96231,373303.7008,2806.352406,273915.0121,710917.5807,1416821.608,1189.893197,7265.759867,85.4107254,8336.543846,21636.62202,38514.22966,4601.796896,29746.65125,223.694757,21833.80531,56667.34339,113073.2916,1972.19867,45964.94331,81.343548,7939.565568,20606.30669,76564.35778,11889.62661,72241.36817,863.3491602,84267.49796,218707.4207,63603821.21,95.32293571,636.8121955,5.89740723,575.6185037,1493.957235,2807.608277,39.4439734,919.2988661,1.62687096,158.7913114,412.1261338,1531.287156,387969.2626
10,container_ship,2023,0,19.35,13.51,0.21,5.63,11.33,5.38,14.76,54155.7,14990.1,TRUE,SV,62.6,690.9312071,1059.553165,77.7536487,7696.756786,18469.48209,27994.4769,634.6052934,973.1765485,69.5690541,6886.571861,16525.32608,25089.24884,17664.21802,87351.12215,818.45946,81018.49248,194415.601,381267.8931,1862.098697,5826.065885,171.8764866,17013.88342,40827.2762,65701.20069,11882.45301,2480.55925,450.152703,44560.17086,106928.5805,166301.9164,2129.582487,10630.96821,163.691892,16203.6985,38883.12019,68011.06128,20178.84022,63134.81277,1884.186115,186513.7201,447566.6711,108730036.5,150.665389,745.0536889,11.86766217,1174.768141,2819.026214,4901.381095,42.59164975,212.6193643,3.27383784,324.0739699,777.6624038,1360.221226,719278.2303
11,container_ship,2018,0,22.77,15.9,0.27,6.6,8.61,4.59,13.51,43962.8,12230.3,FALSE,SV,64.6,565.3408134,6469.602419,81.5638707,7361.662176,17734.91342,32213.0827,519.2532471,5942.189178,72.9782001,6586.750368,15868.08043,28989.25143,10446.51503,85501.2533,858.56706,77491.1808,186683.2992,360980.8154,1112.2466,8320.726172,180.2990826,16273.14797,39203.49283,65089.91266,4301.506189,45679.10716,472.211883,42620.14944,102675.8146,195748.7892,1843.502652,52638.91373,171.713412,15498.23616,37336.65984,107489.0258,11168.94054,83141.29983,1831.547707,165308.9212,398244.2193,107616379.3,89.1026282,729.2753958,12.44922237,1123.622122,2706.907838,4661.357206,36.87005305,1052.778275,3.43426824,309.9647232,746.7331968,2149.780516,659694.9286
11,container_ship,2021,0,19.18,13.78,0.24,5.16,9.74,5.87,12.7,55140.1,10150.2,TRUE,C3,75,856.7555463,4083.807912,60.1703856,4776.602918,12756.12175,22533.45851,786.9113442,3750.888789,53.8366608,4273.802611,11413.37209,20278.81149,19078.80941,145192.07,633.37248,50280.03072,134274.9658,349459.2483,2160.991554,10882.10069,133.0082208,10558.80645,28197.74281,51932.64973,8357.425898,48771.9492,348.354864,27654.0169,73851.23117,158982.978,3474.301337,32196.22913,126.674496,10056.00614,26854.99315,72708.20426,21700.21124,109275.7088,1351.14887,107260.4334,286443.5605,85811722.84,162.7310214,1238.40295,9.18390096,729.0604454,1946.987004,4086.365321,69.48602675,643.9245827,2.53348992,201.1201229,537.099863,1454.164085,526031.0628
11,container_ship,2013,0,21.95,15.37,0.22,6.36,10.95,4.76,14.03,53892.1,9765.8,FALSE,C3,64.1,1037.134199,7610.380486,53.0673572,5664.476506,13689.15156,28054.2101,952.5852156,6989.969033,47.4813196,5068.215821,12248.18823,25306.43962,81167.02429,425975.7081,2932.66974,313036.8595,756505.7438,1579618.005,2040.448805,9787.910909,117.3067896,12521.47438,30260.22975,54727.37064,7891.238472,40072.55643,307.232068,32794.33766,79252.98269,160318.3473,3381.959345,61920.67702,111.720752,11925.2137,28819.26643,106158.8372,20489.74695,97801.5162,1191.647669,127197.9722,307395.0994,90386705.26,163.4613684,857.8677454,8.09975452,864.577993,2089.396816,3983.403678,67.63918691,1238.41354,2.23441504,238.5042739,576.3853286,2123.176745,554075.9823
8,container_ship,1994,0,19.5,13.58,0.24,5.68,9.64,5.33,12.71,55668.5,16558.7,FALSE,SV,65.2,1072.588248,7680.220422,98.1599736,8577.671539,20507.88372,37936.5239,985.1489883,7054.115496,87.8273448,7674.758746,18349.15911,34151.00969,99097.82722,574803.9634,7129.513872,623009.8276,1489519.975,2793561.107,2110.200791,12408.77002,216.9852048,18961.16867,45333.21663,79030.34132,8160.997536,53738.6907,568.294584,49660.20365,118729.8531,230858.0396,3497.570373,49248.92376,206.652576,18058.25587,43174.49203,114185.8946,22092.25756,129910.7386,2298.054187,200814.5813,480116.5517,130688395.8,169.0492347,980.5479376,14.98231176,1309.223551,3130.150672,5603.953707,69.95140745,984.9784753,4.13305152,361.1651174,863.4898406,2283.717892,835232.1833
8,container_ship,2006,0,21.33,15.85,0.24,5.24,9.79,5.78,14.2,50891.8,8702.9,FALSE,C3,71.2,736.4782384,5923.364182,51.5907912,4159.011475,12580.21601,23450.66069,676.4392516,5440.481232,46.1601816,3721.220794,11255.98274,21140.2842,64041.58595,417239.6436,3312.671856,267052.3158,807782.291,1559428.508,1448.940882,9570.25448,114.0428016,9193.604314,27808.89854,48135.74102,5603.63877,30908.82505,298.683528,24078.48749,72832.82952,133722.4644,2401.559473,37983.19514,108.612192,8755.813632,26484.66528,75733.84572,15169.35037,100193.5587,1207.808329,97367.93302,294519.4157,79558199.87,116.0753745,756.246854,7.87438392,634.7964883,1920.138233,3435.131334,48.03118946,759.6639028,2.17224384,175.1162726,529.6933056,1514.676914,508458.0661
10,container_ship,1996,0,18.22,12.53,0.24,5.45,10,5.56,14.31,53430.7,13909.1,FALSE,SV,77,805.1949221,6411.222218,82.4531448,6913.379064,15894.4293,30106.67865,739.5540317,5888.568233,73.7738664,6185.654952,14221.33148,27108.88256,74393.00911,464581.3201,5988.702096,502129.6373,1154437.496,2201530.165,1584.133488,9892.849288,182.2648464,15282.20635,35135.05424,62076.50821,6126.483103,45851.78507,477.360312,40024.82616,92020.38014,184500.8348,2625.635616,44579.3105,173.585568,14554.48224,33461.95642,95394.97034,17166.63923,106534.9337,1998.067913,167530.3097,385166.0147,102550049.4,126.9057214,792.5210755,12.58495368,1055.199962,2425.99184,4413.203553,52.51271231,891.58621,3.47171136,291.0896448,669.2391283,1907.899407,678395.9651
11,container_ship,1994,0,18.13,12.75,0.26,5.12,9.22,5.91,13.78,35982.4,7377.5,FALSE,SV,76.8,515.6160274,4305.450268,47.378305,3444.87936,8578.557,16891.88096,473.5821122,3954.462474,42.391115,3082.26048,7675.551,15228.24718,47638.43732,333547.4063,3441.1611,250207.0272,623074.14,1257908.172,1014.418489,7260.433215,104.73099,7614.99648,18963.126,34957.70517,3923.165426,29411.75974,274.29545,19944.0384,49665.33,103218.589,1681.356611,25724.5712,99.7438,7252.3776,18060.12,52818.16922,10186.57174,72907.70488,1063.89784,77356.07491,192634.7569,57772512.91,81.26556954,568.9926343,7.2314255,525.797376,1309.3587,2492.645705,33.62713222,514.4914241,1.994876,145.047552,361.2024,1056.363384,354149.0062
5,container_ship,2001,0,22.62,15.96,0.23,6.43,10.46,4.71,14.9,34104.9,6719.7,FALSE,C3,87.6,499.34268,5518.707659,38.1746157,3940.539595,9780.872774,19777.63732,458.6353963,5068.813013,34.1562351,3525.745954,8751.307219,17838.65782,43421.10261,323619.3667,2451.212166,253024.1214,628034.9887,1250550.792,982.4024466,6143.365075,84.3859926,8710.666474,21620.87666,37541.69665,3799.346478,27564.16873,221.010933,22813.65029,56626.10554,111024.282,1628.291348,48542.905,80.367612,8295.872832,20591.3111,79138.7479,9772.597885,60862.62229,849.189828,87656.83897,217574.3624,62035337.18,78.70074848,586.5601021,5.82665187,601.4507803,1492.870055,2765.408338,32.56582696,970.8581,1.60735224,165.9174566,411.8262221,1582.774958,376715.6113
5,container_ship,2014,0,22.27,15.01,0.22,7.04,10.82,4.3,14.13,34960.4,7593.2,TRUE,C3,76.2,495.6405112,1059.311894,41.2614488,4875.198874,10394.4226,16865.83533,455.2350348,972.9549464,36.9181384,4362.020045,9300.272851,15127.40102,46746.02815,181786.5776,2280.23796,269418.8851,574428.6173,1074660.346,1250.152349,2736.925663,91.2095184,10776.7554,22977.14469,37832.18763,4834.843337,13012.50074,238.882072,28224.83558,60178.2361,106489.2978,2009.913444,9863.420074,86.866208,10263.57658,21882.99494,44106.77125,12436.08079,27225.98466,917.8560666,108448.2245,231222.7059,62617500.05,94.14130669,366.0979687,6.29780008,744.1093018,1586.517133,2797.163511,40.19826889,197.2684015,1.73732416,205.2715315,437.6598989,882.1354249,380250.8519
8,container_ship,1990,0,21.6,15.13,0.3,6.17,7.96,4.91,11.07,41720.3,11922.3,TRUE,SV,79.4,565.1019117,1735.806514,88.344243,6708.725899,16451.05719,25549.03576,519.0338211,1594.300548,79.044849,6002.544226,14719.36696,22914.2904,83062.16341,610946.3921,6416.58186,487265.3548,1194866.259,2382556.751,1701.35508,8700.146159,195.287274,14829.81515,36365.49484,61792.0985,11400.6891,3773.492422,511.46667,38839.99205,95242.96267,149768.6029,1870.64368,14554.89934,185.98788,14123.63347,34633.80461,65368.96898,17811.94225,91084.16154,2068.255014,157060.1038,385140.9028,102200484.5,141.6942788,1042.202669,13.4841213,1023.963427,2510.950834,4732.29533,37.4128736,291.0979868,3.7197576,282.4726694,692.6760922,1307.37938,653165.3654
12,container_ship,2021,0,18.71,12.5,0.25,5.96,9.26,5.08,12.67,51718.1,9551,FALSE,SV,70.4,928.7600123,7457.583143,58.977425,5191.465152,10888.14,24524.92573,853.0458809,6849.627996,52.769275,4644.995136,9742.02,22142.45829,17161.86979,108080.9151,620.815,54647.0016,114612,295122.6015,1827.234372,11507.43861,130.37115,11475.87034,24068.52,49009.43447,7066.652268,53335.15012,341.44825,30055.85088,63036.6,153835.7015,3028.565258,51854.99788,124.163,10929.40032,22922.4,88859.52646,19045.36438,119193.024,1374.644355,121002.5406,253780.4962,80844175.17,146.3806541,921.866629,9.0018175,792.3815232,1661.874,3531.504624,60.57130515,1037.099958,2.48326,218.5880064,458.448,1777.190529,514396.0696
9,container_ship,2020,0,20.31,14.14,0.23,5.94,10.09,5.1,12.12,29172.1,6307.6,FALSE,C3,82.3,712.3263205,4252.336864,35.8334756,3417.003533,8134.079117,16551.57931,654.2562401,3905.678967,32.0615308,3057.31895,7277.860262,14927.17595,13162.55158,63650.77951,377.19448,35968.45824,85621.88544,198780.8692,1401.424609,6870.410915,79.2108408,7553.37623,17980.59594,33885.01854,5419.874178,22189.204,207.456964,19782.65203,47092.03699,94691.22416,2322.803219,27267.83901,75.438896,7193.691648,17124.37709,53984.14986,13715.16876,67237.89816,784.2054677,74780.15483,178012.0184,55994975.28,112.2688223,542.9037076,5.46931996,521.5426445,1241.517339,2423.701833,46.45606438,545.3567802,1.50877792,143.873833,342.4875418,1079.682997,334529.4456
11,container_ship,2013,0,19.22,12.42,0.25,6.55,9.36,4.62,11.79,56290.1,11929.1,FALSE,SV,66.5,1295.615046,8327.330892,73.6621925,7125.967176,13512.13929,30334.71459,1189.994254,7648.472396,65.9082775,6375.865368,12089.80884,27370.04913,101395.9601,511140.5151,4070.805375,393803.4492,746723.4869,1757134.217,2548.981775,12849.50462,162.832215,15752.13797,29868.93948,61182.39605,9857.940567,59555.41289,426.465325,41255.59944,78228.17482,189323.593,4224.831671,57902.63648,155.0783,15002.03616,28446.60902,105731.1916,25596.32538,128225.5051,1654.112521,160016.3005,303420.2216,100963514.6,204.2001975,1029.380204,11.24317675,1087.647622,2062.379154,4394.850354,84.49663343,1158.05273,3.101566,300.0407232,568.9321805,2114.623833,618912.4651
