type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4
cruise_ship,2006,0,17.34,10.53,0.21,6.6,11.04,4.59,19.87,27109.3,5421.9,TRUE,C3,1249.7,140.5994264,346.4396467,173.067048,5439.25008,8678.076264,,129.3213976,318.6503702,154.849464,4866.69744,7764.594552,,15486.54006,51392.51749,11112.72624,349257.1104,557223.8443,,411.1354156,972.8452264,382.569264,12023.60544,19183.11595,,1245.953664,3347.946166,1001.96712,31490.3952,50241.49416,,761.6331176,2789.955138,364.35168,11451.0528,18269.63424,,673605.9053,1593913.501,633971.9232,19924831.87,31789163.58,,36.81226735,122.1625416,26.4154968,830.201328,1324.548482,,15.23266235,55.79910276,7.2870336,229.021056,365.3926848,672.7325395
ro_ro_ship,1991,0,28.91,22.3,0.24,6.37,10,4.75,15.9,32580.7,6516.1,TRUE,C3,132.5,272.8243628,858.833543,44.570124,3548.896124,12423.92207,,246.5631942,776.1650736,39.878532,3175.328111,11116.1408,,28758.89754,132933.5548,3237.19848,257761.929,902369.0763,,803.4555906,2418.578399,98.523432,7844.928273,27463.40667,,2353.778817,8156.179643,258.03756,20546.24072,71927.96985,,1244.97392,6557.03723,93.83184,7471.36026,26155.6254,,1316384.845,3962608.499,163267.4016,13000166.85,45510788.2,,63.18242642,292.0509916,6.8028084,541.6736189,1896.282842,,24.89947839,131.1407446,1.8766368,149.4272052,523.112508,830.456573
bulk_carrier,2005,0,17.32,11.25,0.22,5.85,10.93,5.18,17.02,30143.2,6028.6,TRUE,C3,613.6,246.318326,771.5703534,42.8392316,3015.355005,5798.759625,,226.5601715,709.6796833,38.3298388,2697.949215,5188.363875,,23783.54917,110379.1516,2750.729608,193617.5319,372341.4075,,725.3964934,2172.834777,94.6972488,6665.52159,12818.31075,,2105.780199,7327.457644,248.016604,17457.31845,33571.76625,,1097.67525,5890.798716,90.187856,6348.1158,12207.915,,1188492.509,3559981.169,156926.8694,11045721.49,21241772.1,,56.53466606,262.3766719,6.53861956,460.2383955,885.0738375,,21.95350499,117.8159743,1.80375712,126.962316,244.1583,512.6938524
other_ship,2005,0,27.07,21.33,0.21,5.53,11.18,5.48,20.36,10935.7,2187.1,FALSE,C3,854.1,75.37120244,1607.493436,14.8350993,1034.093687,3988.647077,,69.32538406,1478.550113,13.2735099,925.2417195,3568.78949,,4778.097719,66607.15671,952.569534,66399.69987,256113.1281,,160.100115,1560.408782,32.7933774,2285.891307,8817.009327,,215.3223919,5524.599406,85.887417,5986.858185,23092.16729,,224.3416882,12487.51531,31.231788,2177.03934,8397.15174,,259810.4894,2541085.551,54343.31112,3788048.452,14611044.03,,11.35777327,158.3284873,2.26430463,157.8353522,608.7935012,,4.486833764,249.7503061,0.62463576,43.5407868,167.9430348,466.3455972
oil_tanker,1990,0,27.5,20.98,0.26,6.26,9.25,4.84,17.98,36877.8,7375.6,TRUE,SV,1910.9,112.3036643,311.5657364,87.4451136,2894.937751,9702.203518,,101.4936859,281.5754516,78.2403648,2590.207462,8680.918937,,24988.28336,110558.7796,6351.276672,210263.8998,704686.3608,,554.9383347,1986.293486,193.2997248,6399.336082,21446.9762,,919.1092731,594.4020408,506.261184,16760.16593,56170.65194,,613.609884,2972.010204,184.094976,6094.605792,20425.69162,,909213.1818,3254351.173,320325.2582,10604614.08,35540703.41,,37.8610354,130.5883271,13.34688576,441.8589199,1480.862642,,12.27219768,59.44020408,3.68189952,121.8921158,408.5138323,605.8002494
general_cargo_ship,2003,0,26.56,19.88,0.2,6.48,11.81,4.67,18.2,42541.3,8508.3,TRUE,C3,1792.9,326.0462065,722.8396047,54.963618,4713.938532,14461.89784,,299.8927675,664.8578182,49.177974,4217.734476,12939.59281,,30914.5273,105680.538,3529.24284,302684.4742,928606.072,,960.1915485,2054.278395,121.498524,10420.28518,31968.40576,,2761.803161,6967.12872,318.21042,27291.22308,83726.77698,,1418.097583,5705.035215,115.71288,9924.08112,30446.10072,,1573181.664,3365737.918,201340.4112,17267901.15,52976215.25,,73.48535179,251.2078363,8.3891838,719.4958812,2207.342302,,28.36195165,114.1007043,2.3142576,198.4816224,608.9220144,952.1805504
cruise_ship,2002,0,19.22,13.28,0.31,5.63,7.71,5.38,17.58,47978.2,9595.6,TRUE,SV,1982.5,96.19170652,550.1330838,452.144672,8211.530656,19369.29434,,88.47579423,506.0047616,404.550496,7347.159008,17330.42125,,24949.37102,171899.1696,29032.44736,527266.7053,1243712.584,,543.3507794,3383.868134,999.477696,18151.80461,42816.33485,,165.6098247,1021.919041,2617.67968,47540.44064,112138.0198,,696.3140357,4954.758988,951.88352,17287.43296,40777.46176,,890228.085,5544143.053,1656277.325,30080133.35,70952783.46,,36.38397664,224.5125166,69.0115552,1253.33889,2956.365978,,13.92628071,99.09517975,19.0376704,345.7486592,815.5492352,1293.357025
reefer_ship,2008,0,26.35,20.05,0.22,6.08,10.92,4.98,18.31,30096.5,6019.3,TRUE,SV,661.2,136.5798107,254.7334037,50.321348,4658.841891,15363.45064,,125.6242109,234.3002429,45.024364,4168.437482,13746.24531,,21933.6726,83544.01497,3231.16024,299146.6899,986495.2519,,585.7594021,1623.976071,111.236664,10298.4926,33961.31195,,1962.176014,485.9778766,291.33412,26972.24253,88946.29321,,568.8484506,2429.889383,105.93968,9808.088192,32344.10662,,959710.5416,2660728.875,184335.0432,17066073.45,56278745.52,,40.73235819,106.7678668,7.6806268,711.0863939,2344.94773,,11.37696901,48.59778766,2.1187936,196.1617638,646.8821324,905.1374465
bulk_carrier,2024,0,18.96,12.62,0.21,6.13,11.28,4.94,18.6,36623.3,7324.7,TRUE,SV,1133.9,170.0132274,291.0069048,49.6834401,3838.985141,7903.424547,,156.3758027,267.664105,44.4536043,3434.881442,7071.485121,,5619.648198,20339.78019,522.98358,40410.3699,83193.9426,,715.3901356,1855.226849,109.8265518,8486.177679,17470.72795,,2528.498609,555.1801046,287.640969,22225.70345,45756.66843,,677.5827344,2775.900523,104.596716,8082.07398,16638.78852,,1172098.053,3039611.073,181998.2858,14062808.73,28951492.02,,49.7465805,121.9713866,7.58326191,585.9503636,1206.312168,,13.55165469,55.51801046,2.09193432,161.6414796,332.7757704,565.5788495
reefer_ship,1995,0,21.14,14.41,0.27,6.46,8.8,4.69,16,39811.7,7962.3,FALSE,SV,203,354.4949292,5244.828887,81.693198,6547.861103,14605.98738,,320.3724226,4739.979048,73.093914,5858.612566,13068.51503,,24314.9685,249665.5403,5933.50596,475581.4907,1060855.926,,753.0021689,6363.737807,180.584964,14474.21928,32286.91948,,1357.979188,27156.82763,472.96062,37908.66955,84560.97959,,1055.150884,37828.11216,171.98568,13784.97074,30749.44712,,1221972.027,10383816.79,299255.0832,23985849.09,53504038,,53.41924899,548.5076264,12.4689618,999.4103789,2229.334916,,21.10301768,756.5622433,3.4397136,275.6994149,614.9889425,1671.793332
bulk_carrier,2017,0,20.85,13.52,0.24,7.09,9.91,4.27,18.77,46882.2,9376.4,TRUE,SV,1425.8,145.5414961,263.4444981,72.6858528,5683.926798,10838.74334,,133.8670446,242.3125865,65.0347104,5085.618714,9697.822992,,6113.769526,19331.78581,765.11424,59830.8084,114092.0352,,703.8783518,1726.164113,160.6739904,12564.46976,23959.32739,,1366.159225,516.5578394,420.812832,32906.94462,62750.61936,,761.7372649,2661.055536,153.022848,11966.16168,22818.40704,,1153237.1,2828154.17,266259.7555,20821121.32,39704028.25,,48.0225667,113.486192,11.09415648,867.5467218,1654.33451,,15.2347453,53.22111072,3.06045696,239.3232336,456.3681408,767.2076874
other_ship,2002,0,23.66,15.89,0.24,7.53,9.87,4.02,15.96,26704.4,5340.9,TRUE,C3,1791.9,212.5933782,498.743212,41.4026568,3438.551534,7256.120036,,195.5404335,458.737072,37.0444824,3076.598741,6492.317927,,21081.9872,72917.21517,2658.486384,220791.2037,465919.2865,,632.1564525,1417.406294,91.5216624,7601.008653,16039.84429,,1834.13895,4807.163489,239.699592,19907.40362,42009.116,,992.8603405,3936.347109,87.163488,7239.05586,15276.04218,,1035727.654,2322284.127,151664.4691,12595957.2,26580313.39,,50.11292039,173.3278066,6.31935288,524.8315499,1107.513058,,19.85720681,78.72694217,1.74326976,144.7811172,305.5208436,550.6293795
bulk_carrier,1992,0,23.59,17.94,0.24,5.41,9.86,5.6,18.73,41500.1,8300,FALSE,SV,65.9,296.7690452,4780.825327,64.3416,3839.2065,12731.121,,272.5759165,4391.084132,57.5688,3435.0795,11391.003,,26183.79453,297871.4846,4673.232,278847.63,924681.42,,573.3408238,5321.962525,142.2288,8486.667,28142.478,,1584.279403,32019.14438,372.504,22226.985,73706.49,,1185.681262,42052.44489,135.456,8082.54,26802.36,,930585.4255,8682437.723,235693.44,14063619.6,46636106.4,,44.66647302,508.1337091,9.82056,585.98415,1943.1711,,23.71362523,841.0488978,2.70912,161.6508,536.0472,1565.169643
ro_ro_ship,2018,0,21.67,15.52,0.24,5.91,9.93,5.12,16.69,14274.4,2854.9,TRUE,SV,727.7,70.16051849,173.0658658,19.527516,1442.595245,3788.338104,,64.53266941,159.1835771,17.471988,1290.743114,3389.565672,,2401.215606,11524.73511,205.5528,15185.2131,39877.2432,,300.9023306,1064.527994,43.166088,3188.894751,8374.221072,,1007.9622,321.4845805,113.05404,8351.867205,21932.48376,,292.2152405,1558.713117,41.11056,3037.04262,7975.44864,,492999.5791,1744126.914,71532.3744,5284454.159,13877280.63,,20.92405426,70.62918813,2.9805156,220.18559,578.2200264,,5.84430481,31.17426235,0.8222112,60.7408524,159.5089728,258.0906036
general_cargo_ship,1996,0,23.85,18.01,0.28,5.56,8.57,5.45,13.92,21909.9,4382,FALSE,C3,1336.4,267.7101228,2789.06581,39.630808,2083.11516,6747.64461,,241.9412339,2520.599583,35.459144,1863.83988,6037.36623,,18897.18514,154411.948,2878.44816,151299.9432,490092.0822,,574.0735787,4690.847814,87.604944,4604.78088,14915.84598,,1574.765428,11500.47321,229.44152,12060.1404,39065.3109,,715.8024673,15901.79862,83.43328,4385.5056,14205.5676,,940564.442,7637469.376,145173.9072,7630779.744,24717687.62,,41.5165431,339.2383706,6.0489128,317.949156,1029.903651,,14.31604935,318.0359724,1.6686656,87.710112,284.111352,705.8421513
cruise_ship,2011,0,26.52,20.25,0.23,6.04,10.1,5.01,15.75,33399.7,6679.9,FALSE,SV,740.2,378.821357,5257.514882,233.529304,6132.682592,20560.7322,,348.4346171,4835.789089,208.947272,5487.137056,18396.4446,,21270.71791,199077.9492,12905.5668,338911.4064,1136250.99,,812.3388458,6379.130177,516.222672,13556.45626,45450.0396,,2228.360924,27222.51355,1352.01176,35505.00448,119035.818,,1012.891329,37919.60938,491.64064,12910.91072,43285.752,,1330939.206,10408932.77,855454.7136,22464984.65,75317208.48,,58.74769708,549.834336,35.6439464,936.0410272,3138.21702,,20.25782658,758.3921876,9.8328128,258.2182144,865.71504,1912.416081
container_ship,1997,0,18.49,12.71,0.23,5.55,10.1,5.46,18.23,43011,8602.2,FALSE,SV,1210.8,333.4716844,5193.019437,48.8690982,4354.089552,9971.257334,,301.3728057,4693.156603,43.7249826,3895.764336,8921.651299,,22872.97458,247199.295,3549.439764,316244.399,724228.1643,,708.3455388,6300.875555,108.0264276,9624.829536,22041.72674,,1277.444527,26888.56715,282.926358,25207.88688,57728.33194,,992.5753899,37454.43864,102.882312,9166.50432,20992.1207,,1149503.241,10281243.41,179015.2229,15949717.52,36526290.02,,50.25123203,543.0893603,7.45896762,664.5715632,1521.928751,,19.8515078,749.0887728,2.05764624,183.3300864,419.8424141,1374.170427
reefer_ship,2007,0,21.42,14.47,0.3,6.65,7.86,4.55,17.33,30741.8,6148.4,FALSE,C3,1758.1,238.1364195,5043.808333,70.09176,5204.897278,11325.5434,,219.0345676,4639.224777,62.71368,4657.013354,10133.38094,,13331.71587,208992.2885,4500.6288,334209.1936,727219.1026,,451.99972,4896.071511,154.93968,11505.5624,25035.41173,,907.871437,17334.45368,405.7944,30133.61582,65568.93548,,1084.159158,39181.89171,147.5616,10957.67848,23843.24926,,740558.1447,7973126.475,256757.184,19066360.56,41487253.72,,31.69014427,496.7849481,10.698216,794.4316898,1728.635572,,21.68318316,783.6378343,2.951232,219.1535696,476.8649853,1504.290804
ro_ro_ship,2011,0,22.87,16.13,0.21,6.53,11.41,4.64,18.37,44988.1,8997.6,TRUE,C3,268.4,317.5040583,734.7794553,53.850636,5023.495044,12408.72512,,292.0358184,675.8399268,48.182148,4494.706092,11102.54353,,27098.20733,92456.94711,2975.9562,277614.1998,685745.3358,,944.1133154,2088.210925,119.038248,11104.56799,27429.81343,,2739.250699,7082.211617,311.76684,29083.39236,71839.98756,,1482.817527,5799.270876,113.36976,10575.77904,26123.63184,,1546839.023,3421333.112,197263.3824,18401855.53,45455119.4,,74.84266787,255.3572825,8.2193076,766.7439804,1893.963308,,29.65635055,115.9854175,2.2673952,211.5155808,522.4726368,881.8973809
bulk_carrier,2020,0,24.49,19.17,0.21,5.11,11.33,5.92,18.08,8573.3,1714.7,TRUE,SV,939.7,45.56863955,109.2858579,11.6308101,749.1610035,2810.453315,,41.91340108,100.5196127,10.4065143,670.3019505,2514.616124,,1382.344729,7117.576,122.42958,7885.9053,29583.7191,,182.9967447,672.2172199,25.7102118,1656.040113,6212.581011,,735.9213446,203.0077857,67.336269,4337.247915,16271.04551,,166.147203,953.5214175,24.485916,1577.18106,5916.74382,,299822.5967,1101363.375,42605.49384,2744295.044,10295134.25,,12.84871703,44.60019533,1.77522891,114.3456269,428.963927,,3.32294406,19.07042835,0.48971832,31.5436212,118.3348764,172.7615883
general_cargo_ship,1991,0,22.36,15.4,0.26,6.7,9.12,4.52,16.22,6071.7,1214.3,FALSE,C3,1673.3,54.57460038,1200.098789,10.1976914,695.611755,1598.86881,,49.32143029,1084.581258,9.1242502,622.389465,1430.56683,,3778.241565,53802.54072,740.674428,50523.3801,116128.3662,,115.9036775,1164.947021,22.5422652,1537.66809,3534.34158,,150.7592467,4124.474108,59.039266,4027.22595,9256.6089,,155.7430235,9322.745373,21.468824,1464.4458,3366.0396,,189897.0476,1897086.248,37355.75376,2548135.692,5856908.904,,8.300682226,118.2025516,1.55648974,106.1723205,244.037871,,3.11486047,186.4549075,0.42937648,29.288916,67.320792,286.6088524
cruise_ship,2007,0,17.44,11.43,0.25,5.76,9.62,5.26,17.69,16640.2,3328,FALSE,SV,173.9,135.1156422,2040.254112,126.464,2913.73056,5781.93408,,124.2774891,1876.597365,113.152,2607.02208,5173.30944,,8570.169227,89763.017,8120.32,187092.1728,371261.0304,,284.3744053,2475.513026,279.552,6440.87808,12781.11744,,538.4019818,10564.08711,732.16,16868.9664,33474.3552,,421.4837325,14715.24869,266.24,6134.1696,12172.4928,,465920.1603,4039335.765,463257.6,10673455.1,21180137.47,,20.37171374,213.371106,19.3024,444.727296,882.505728,,8.42967465,294.3049738,5.3248,122.683392,243.449856,674.1926964
container_ship,1990,0,30.29,23.3,0.23,6.76,10.17,4.48,16.02,7514.5,1502.9,TRUE,SV,716.9,46.3055324,76.86641425,8.5379749,926.5558848,3193.602384,,41.84831538,69.46750806,7.6392407,829.0236864,2857.433712,,6945.82986,27275.96766,620.126598,67297.2169,231956.3837,,182.6353519,490.0386664,18.8734182,2048.176166,7059.542112,,753.9241094,146.6449874,49.430381,5364.270912,18489.27696,,163.6081645,733.2249372,17.974684,1950.643968,6723.37344,,299230.4892,802881.3062,31275.95016,3394120.504,11698669.79,,12.82334262,32.21745936,1.30316459,141.4216877,487.4445744,,3.27216329,14.66449874,0.35949368,39.01287936,134.4674688,191.7765039
oil_tanker,2011,0,21.89,16.08,0.27,5.54,8.68,5.47,18.22,46978.1,9395.6,TRUE,C3,973.2,202.6011787,1093.05439,115.6786272,3263.636825,9472.79425,,186.3497472,1005.37623,103.5019296,2920.096106,8475.658013,,21456.00379,134580.6932,6392.76624,180358.8772,523496.5243,,588.4389612,3078.172432,255.7106496,7214.355086,20939.86097,,1840.457468,10380.5307,669.718368,18894.73951,54842.49302,,1275.428797,8345.270614,243.533952,6870.814368,19942.72474,,964100.7419,5043289.995,423749.0765,11955217,34700341.04,,59.25943905,371.6990574,17.65621152,498.1340417,1445.847543,,25.50857594,166.9054123,4.87067904,137.4162874,398.8544947,733.5554493
bulk_carrier,1991,0,28.43,21.98,0.26,6.19,8.91,4.89,14.13,47214.2,9442.8,FALSE,SV,1741,575.5647876,6999.442693,79.3006344,4997.554686,17745.75961,,520.1628295,6325.699546,70.9531992,4471.496298,15877.78492,,40628.10266,353369.9224,5759.730288,362980.2877,1288902.54,,1234.232512,9812.035669,175.2961392,11047.22615,39227.46862,,3385.675221,38207.12351,459.108936,28933.21134,102738.6083,,1538.943282,46696.8686,166.948704,10521.16776,37359.49392,,2022171.473,15996493.84,290490.745,18306831.9,65005519.42,,89.25871038,776.3430113,12.10378104,762.7846626,2708.563309,,30.77886565,933.937372,3.33897408,210.4233552,747.1898784,1925.668445
general_cargo_ship,1998,0,18.67,12.53,0.25,5.89,9.33,5.14,16.62,19677.7,3935.5,TRUE,SV,630.8,79.74508096,243.6189863,31.7791625,1981.898122,4216.160183,,72.06908386,220.1690304,28.4339875,1773.277267,3772.353848,,15393.76833,82362.82756,2308.17075,143948.3899,306226.3711,,366.4374805,1498.500179,70.248675,4381.037955,9319.933035,,995.6168571,452.5430086,183.984625,11474.14703,24409.34843,,374.2266159,2194.14792,66.9035,4172.4171,8876.1267,,600372.6302,2455148.672,116412.09,7260005.754,15444460.46,,25.23853921,99.42232765,4.85050375,302.5002398,643.5191858,,7.484532318,43.88295841,1.33807,83.448342,177.522534,313.6764367
other_ship,1997,0,20.18,14.25,0.22,5.71,10.54,5.3,20.34,40495.4,8099.1,FALSE,SV,115.8,262.3088988,5487.340575,57.5522046,3954.021116,9867.740963,,240.9250212,5040.003028,51.4940778,3537.808367,8829.031388,,22759.88366,321993.0344,4180.107492,287186.7968,716709.6068,,498.1141858,4886.963269,127.2206628,8740.467729,21812.90108,,1443.765038,32709.35415,333.196974,22891.7012,57129.02663,,1093.36696,51986.88199,121.162536,8324.25498,20774.1915,,815971.5805,7956922.013,210822.8126,14484203.67,36147093.21,,38.82568388,549.2822352,8.78428386,603.5084861,1506.128884,,21.8673392,1039.73764,2.42325072,166.4850996,415.48383,1645.997159
bulk_carrier,2007,0,19.37,13.14,0.21,6.02,11.47,5.03,16.84,12247.2,2449.4,FALSE,SV,1615.5,151.9713437,1590.891267,16.6142802,1260.730674,2751.827418,,139.781129,1463.279668,14.8654086,1128.022182,2462.161374,,9914.707987,69992.84991,1066.811676,80952.18012,176696.2868,,325.885074,1930.285072,36.7263036,2786.878332,6082.986924,,893.9490808,8237.363097,96.187938,7298.96706,15931.63242,,406.3404913,11474.23769,34.977432,2654.16984,5793.32088,,533931.4055,3149678.246,60860.73168,4618255.522,10080378.33,,23.56774849,166.3764465,2.53586382,192.4273134,420.0157638,,8.126809825,229.4847538,0.69954864,53.0833968,115.8664176,407.2609267
other_ship,1998,0,19.46,13.39,0.25,5.82,9.61,5.2,14.77,25123.3,5024.7,TRUE,SV,1025.1,187.6354833,453.4124251,40.5744525,2500.340967,5752.502672,,169.5743138,409.7684483,36.3034575,2237.147181,5146.976075,,26489.71529,149920.8885,2946.98655,181603.7123,417813.3519,,714.5406939,2788.939444,89.690895,5527.069506,12716.05854,,3101.884764,842.2521828,234.904725,14475.65823,33303.96284,,622.7989488,3956.03298,85.4199,5263.87572,12110.53194,,1170706.324,4569409.512,148630.626,9159143.753,21072325.58,,50.16991532,185.0402523,6.19294275,381.6309897,878.0135657,,12.45597898,79.12065959,1.708398,105.2775144,242.2106388,440.7731898
oil_tanker,1996,0,20.63,13.57,0.26,6.8,9.15,4.45,18.9,48152.9,9630.6,TRUE,C3,764.8,209.8661343,671.3467229,114.1803936,4106.102616,8194.090073,,189.6651161,606.7251132,102.1614048,3673.881288,7331.554276,,27940.48013,107753.9698,8293.102272,298232.7163,595149.7001,,609.5394453,1885.224341,252.3987648,9076.647888,18113.25174,,1906.453342,6487.804465,661.044384,23772.17304,47439.46885,,1321.163643,5406.503721,240.379776,8644.42656,17250.71594,,998671.8593,3088759.082,418260.8102,15041302.21,30016245.74,,61.38438817,236.7322064,17.42753376,626.7209256,1250.676906,,26.42327285,108.1300744,4.80759552,172.8885312,345.0143189,657.2637929
container_ship,2007,0,23.39,16.17,0.23,6.99,10.47,4.33,19.4,28558.6,5711.7,TRUE,SV,1289.6,92.67923681,149.42274,32.4481677,3641.14021,8423.066837,,85.24507343,137.4369587,29.0325711,3257.862293,7536.428222,,17509.51981,51450.07596,2083.513926,233799.5292,540849.5548,,438.8840953,979.0607638,71.7275286,8048.836253,18619.4109,,965.4087167,292.9857647,187.857813,21080.28542,48765.12379,,464.6352113,1509.320606,68.311932,7665.558336,17732.77229,,719069.453,1604097.062,118862.7617,13338071.5,30855023.78,,29.94315806,64.36808468,4.95261507,555.7529794,1285.625991,,9.292704225,30.18641212,1.36623864,153.3111667,354.6554458,548.8119675
bulk_carrier,1990,0,29.71,23.58,0.22,5.91,10.56,5.12,18.43,44376,8875.2,TRUE,SV,1850.4,171.7110301,389.0566488,63.0671712,4484.682936,17893.20197,,155.1826956,351.6073457,56.4285216,4012.611048,16009.70702,,31998.85549,138056.3498,4580.668224,325729.6027,1299611.511,,773.2505798,2480.313453,139.4116416,9913.509648,39553.39382,,2262.545337,742.2384397,365.125728,25963.95384,103592.2219,,771.3222741,3711.192199,132.772992,9441.43776,37669.89888,,1266896.835,4063755.457,231025.0061,16428101.7,65545624.05,,53.25796655,163.067536,9.62604192,684.5042376,2731.067669,,15.42644548,74.22384397,2.65545984,188.8287552,753.3979776,1034.532482
container_ship,1999,0,23.78,18.18,0.22,5.38,10.92,5.63,17.81,42793.3,8558.7,TRUE,C3,425.1,308.4109682,1128.784869,46.5079758,4199.377507,14190.46154,,278.7243509,1020.13178,41.6123994,3757.33777,12696.72875,,33228.17862,174717.6579,3377.947716,305007.4189,1030675.628,,905.0078115,3178.793752,102.8071044,9282.83449,31368.38867,,2649.660795,10719.8563,269.256702,24312.18557,82155.30365,,1453.949822,8618.066293,97.911528,8840.794752,29874.65587,,1482768.409,5208148.367,170366.0587,15382982.87,51981901.22,,73.0013015,383.8494,7.09858578,640.9576195,2165.912551,,29.07899644,172.3613259,1.95823056,176.815895,597.4931174,977.7075653
cruise_ship,2003,0,21.6,15.84,0.23,5.53,10.25,5.48,19.89,5247.8,1049.6,FALSE,SV,1165.9,35.52317742,827.3873325,36.694016,882.251776,2527.100928,,32.67372468,761.0193646,32.831488,789.383168,2261.090304,,2176.486332,34283.13701,2356.14208,56649.85088,162266.4806,,73.52579168,803.1525546,81.113088,1950.240768,5586.223104,,151.1597509,3812.938379,212.43904,5107.77344,14630.58432,,121.4114643,6427.405391,77.25056,1857.37216,5320.21248,,120464.9505,1307913.269,134415.9744,3231827.558,9257169.715,,5.173615051,81.49270272,5.6006656,134.6594816,385.7154048,,2.428229286,128.5481078,1.5450112,37.1474432,106.4042496,276.0730411
other_ship,2014,0,16.23,10.21,0.21,5.81,11.09,5.21,17.81,44081.2,8816.2,TRUE,SV,891,225.6892897,455.5920694,59.8002846,4379.491431,7696.145871,,207.5858708,419.047251,53.5055178,3918.492333,6886.025253,,28630.22184,122521.3122,3304.75257,242024.5265,425313.3245,,932.0802276,2802.346434,132.1901028,9680.981058,17012.53298,,3589.393932,846.3010578,346.212174,25354.95039,44556.63399,,849.2961982,4103.277856,125.895336,9219.98196,16202.41236,,1527123.964,4591375.58,219057.8846,16042768.61,28192197.51,,64.81470986,185.9297778,9.12741186,668.4486921,1174.674896,,16.98592396,82.06555712,2.51790672,184.3996392,324.0482472,610.0172742
cruise_ship,2007,0,20.82,13.19,0.23,7.4,10.25,4.09,17.21,21323,4264.6,TRUE,SV,1759.8,100.7511654,142.5776483,149.090416,4796.82208,8550.011248,,92.6695211,131.1409385,133.396688,4291.89344,7650.010064,,16179.8663,49093.13557,9573.17408,308006.4704,549000.7222,,432.0985809,934.2097541,329.568288,10603.50144,18900.02486,,1447.443213,279.5640162,863.15504,27771.0752,49500.06512,,419.6238377,1440.178265,313.87456,10098.5728,18000.02368,,707952.0391,1530612.989,546141.7344,17571516.67,31320041.2,,30.047139,61.41936719,22.7559056,732.146528,1305.001717,,8.392476754,28.8035653,6.2774912,201.971456,360.0004736,605.4454629
oil_tanker,2012,0,23.49,15.87,0.25,7.37,9.54,4.11,18.08,24742,4948.4,FALSE,C3,1913.9,188.6206522,2920.126143,56.41176,2286.650692,4923.900472,,173.4906534,2685.891426,50.47368,2045.950619,4405.595159,,10113.92715,104136.4498,3117.492,126367.5382,272110.2892,,397.1874591,2834.593521,124.69968,5054.701529,10884.41157,,580.5557754,10035.8277,326.5944,13238.504,28506.7922,,617.9218746,22684.4596,118.7616,4814.001456,10366.10626,,644783.302,4616062.612,206645.184,8376362.533,18037024.89,,27.93370357,287.6149566,8.610216,349.0151056,751.5427036,,12.35843749,453.689192,2.375232,96.28002912,207.3221251,772.0250157
ro_ro_ship,2007,0,27.37,21.4,0.24,5.73,9.82,5.28,17.22,49644.3,9928.9,TRUE,SV,1528.6,206.5985485,582.7087543,67.913676,4864.317044,18166.90833,,190.0264724,535.9674104,60.764868,4352.283671,16254.60219,,35583.56177,182078.0352,4360.77288,312340.3575,1166506.745,,930.3563513,3584.241056,150.124968,10752.70083,40158.42894,,2722.239698,1082.431123,393.18444,28161.83552,105176.8377,,928.0362607,5248.150897,142.97616,10240.66746,38246.1228,,1524299.558,5872434.847,248778.5184,17818761.38,66548253.67,,64.07869419,237.8068375,10.3657716,742.4483909,2772.843903,,18.56072521,104.9630179,2.8595232,204.8133492,764.922456,1096.119072
other_ship,2023,0,27.32,21.03,0.25,6.04,9.29,5.01,14.67,12566.5,2513.3,FALSE,C3,443.2,149.1944787,1746.924743,20.2948975,1297.918386,4519.076765,,137.2270071,1606.79709,18.1585925,1161.295398,4043.384474,,2074.361736,17371.59645,213.6305,13662.2988,47569.2291,,319.9304061,2448.89324,44.862405,2869.082748,9989.538111,,877.6145804,7111.410378,117.496775,7514.26434,26163.07601,,398.9157184,11654.63006,42.7261,2732.45976,9513.84582,,524175.2539,3992413.7,74343.414,4754479.982,16554091.73,,23.13711167,193.7601142,3.09764225,198.1033326,689.753822,,7.978314367,233.0926012,0.854522,54.6491952,190.2769164,486.8515491
cruise_ship,2008,0,17.39,11.75,0.24,5.4,10,5.61,15.83,42843.5,8568.7,TRUE,C3,840.5,363.5434375,1578.992257,312.586176,7033.18896,15303.6982,,334.3821992,1452.335124,279.682368,6292.85328,13692.7826,,35418.59201,222360.4982,20071.32288,451604.7648,982658.516,,1070.619223,4500.859041,690.979968,15547.04928,33829.2276,,3136.453186,15064.99068,1809.70944,40718.4624,88600.358,,1658.950445,11841.92706,658.07616,14806.7136,32218.312,,1754106.806,7374225.412,1145052.518,25763681.66,56059862.88,,84.19173511,528.5618399,47.7105216,1073.486736,2335.82762,,33.17900891,236.8385412,13.1615232,296.134272,644.36624,1223.679585
